name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Crucial Ballistix 4 GB,,"2,800","2,2",,Black / Silver,12.5,5
G.Skill Ares 8 GB,,"3,1600","2,4",,Black / Blue,10,8
G.Skill Ares 8 GB,,"3,1866","2,4",,Black / Blue,9.646,9
Crucial Ballistix Tactical Tracer 8 GB,,"3,1600","2,4",,Black / Silver,10,8
G.Skill Ares 32 GB,,"3,1866","4,8",,Black / Blue,10.718,10
Corsair Vengeance 16 GB,,"3,1866","2,8",,Black / Silver,9.646,9
Corsair Vengeance 8 GB,,"3,2133","2,4",,Black / Red,8.439,9
Patriot Signature 8 GB,,"3,1333","1,8",,Blue / Silver,13.503,9
Corsair Vengeance 16 GB,,"3,2133","4,4",,Black / Red,8.439,9
Corsair Vengeance 16 GB,,"3,2133","4,4",,Black / Blue,8.439,9
Kingston KHX16C9P1K2/16 16 GB,,"3,1600","2,8",,Black / Silver,11.25,9
G.Skill Trident X 16 GB,,"3,2600","2,8",,,8.462,11
Corsair Vengeance LP 8 GB,,"3,2133","2,4",,Black / Blue,8.439,9
GeIL EVO VELOCE 16 GB,,"3,2400","2,8",,White,9.167,11
Mushkin Blackline 16 GB,,"3,1600","2,8",,Black,11.25,9
"Patriot Intel Extreme Master, Limited Ed 16 GB",,"3,1600","2,8",,Black / Blue,11.25,9
Patriot Viper 3 32 GB,,"3,1600","4,8",,Black / Silver,11.25,9
Corsair Dominator Platinum 16 GB,,"3,1866","2,8",,Black / Silver,9.646,9
Kingston XMP Blu Red 8 GB,74.98,"3,1600","2,4",9.373,Red / Silver,11.25,9
Kingston Blu Red 8 GB,,"3,1333","2,4",,Red / Silver,13.503,9
Kingston Blu Red 4 GB,,"3,1600","1,4",,Red / Silver,11.25,9
Crucial CT2KIT51264BF160B 8 GB,,"3,1600","2,4",,Green,13.75,11
Crucial CT2K8G3S1339M 16 GB,93.99,"3,1333","2,8",5.874,Green,13.503,9
Corsair Dominator Platinum 64 GB,,"3,2133","8,8",,Black / Silver,8.439,9
Corsair Vengeance LP 8 GB,,"3,1866","2,4",,Black / Blue,9.646,9
Patriot Viper 3 8 GB,,"3,1600","1,8",,Black / Silver,11.25,9
Patriot Viper 3 8 GB,,"3,1600","2,4",,Black / Green,11.25,9
ADATA XPG Gaming 16 GB,,"3,1600","2,8",,Black / Silver,11.25,9
Crucial Ballistix Tactical 32 GB,,"3,1600","4,8",,Black / Yellow,10,8
Corsair Vengeance LP 8 GB,,"3,1600","1,8",,Black / Yellow,11.25,9
Corsair Vengeance 64 GB,,"3,1866","8,8",,Black / Yellow,9.646,9
Corsair Dominator Platinum 8 GB,,"3,2400","2,4",,,7.5,9
G.Skill NS 8 GB,,"3,1600","2,4",,Black,13.75,11
Kingston HyperX Beast 16 GB,,"3,1866","4,4",,Black,9.646,9
Kingston HyperX Beast 8 GB,,"3,2133","2,4",,Black,10.314,11
Crucial Ballistix Sport 8 GB,,"3,1600","2,4",,Black / Silver,11.25,9
Kingston HyperX Beast 8 GB,,"3,1600","2,4",,Black,11.25,9
GeIL EVO VELOCE 32 GB,,"3,1866","4,8",,Red / Silver,9.646,9
Corsair Dominator Platinum 16 GB,,"3,2133","2,8",,Black / Silver,8.439,9
G.Skill Trident X 16 GB,,"3,1866","2,8",,Black / Red,8.574,8
G.Skill Ares 8 GB,,"3,2133","2,4",,,9.376,10
Kingston HyperX Beast 16 GB,,"3,1866","2,8",,Black,10.718,10
Mushkin Stealth 16 GB,,"3,1600","2,8",,Black / Gold,11.25,9
Corsair Vengeance Pro 16 GB,,"3,1866","2,8",,Black / Blue,9.646,9
Corsair Vengeance Pro 32 GB,,"3,2133","4,8",,Black / Silver,10.314,11
G.Skill Sniper 32 GB,,"3,2400","4,8",,Black / Red,9.167,11
Kingston KVR16LS11/4 4 GB,20.97,"3,1600","1,4",5.242,Green,13.75,11
Crucial Ballistix Sport XT 16 GB,,"3,1600","4,4",,,11.25,9
Avexir Core 8 GB,,"3,1600","2,4",,Black / White,11.25,9
G.Skill Trident X 16 GB,,"3,2800","2,8",,Black / Red,8.571,12
Kingston KTL-TP3CL/4G 4 GB,30,"3,1600","1,4",7.5,,13.75,11
AMD Performance Edition 16 GB,,"3,1866","2,8",,Black / Red,9.646,9
ADATA XPG V2 16 GB,,"3,1600","2,8",,Black / Silver,11.25,9
Mushkin Stealth 16 GB,,"3,2800","4,4",,,8.571,12
TEAMGROUP Vulcan 16 GB,,"3,1600","2,8",,,11.25,9
Corsair Vengeance LP 8 GB,,"3,1600","2,4",,Green,11.25,9
G.Skill Ripjaws 4 GB,,"3,1600","1,4",,Black / Red,11.25,9
Patriot PV316G240C0K 16 GB,,"3,2400","2,8",,Black / Silver,8.333,10
Avexir MSI Z77 MPOWER Optimized (Yellow LED) 32GB 32 GB,,"3,1600","4,8",,Black / Yellow,12.5,10
Avexir MSI Z77 MPOWER Optimized (Blue LED) 8GB 8 GB,,"3,2133","2,4",,Black / Yellow,8.439,9
ADATA XPG V2 8 GB,,"3,3100","2,4",,,7.742,12
ADATA XPG V1.0 16 GB,,"3,1600","2,8",,Blue / Silver,13.75,11
G.Skill Ares 4 GB,,"3,1600","1,4",,,11.25,9
G.Skill Ripjaws 16 GB,34.85,"3,1600","2,8",2.178,,13.75,11
G.Skill Ripjaws Z 16 GB,,"3,2933","4,4",,,8.183,12
Wintec Value 4 GB,,"3,1333","1,4",,,13.503,9
Wintec Value 8 GB,,"3,1600","2,4",,,13.75,11
G.Skill AEGIS 4GB 4 GB,,"3,1600","1,4",,,13.75,11
Corsair Vengeance Pro 64 GB,,"3,1866","8,8",,Black / Silver,9.646,9
Corsair Vengeance Pro 16 GB,,"3,2666","2,8",,Black / Red,9.002,12
Corsair Mac Memory 8 GB,42.41,"3,1066","2,4",5.301,Black / Green,13.133,7
IBM 00D4964 16 GB,,"3,1333","1,16",,Black / Green,13.503,9
Corsair Vengeance Pro 8 GB,,"3,3000","2,4",,Black / Red,8,12
GeIL Green 8 GB,77.14,"3,1333","2,4",9.643,Black / Green,13.503,9
GeIL EVO POTENZA 8 GB,,"3,1600","2,4",,Black / Red,11.25,9
Patriot Viper 3 16 GB,,"3,2400","2,8",,Black / Silver,9.167,11
GeIL EVO VELOCE 4 GB,,"3,1600","1,4",,White,13.75,11
Patriot Viper 3 Low Profile Red 16 GB,,"3,1600","2,8",,Black / Red,12.5,10
Kingston ValueRAM 48 GB,399.68,"3,1600","3,16",8.327,Black / Green,13.75,11
Corsair Dominator Platinum 16 GB,,"3,1600","4,4",,Black / Silver,11.25,9
VisionTek 900471 4 GB,,"2,800","2,2",,Black / Green,12.5,5
Corsair Vengeance Pro 16 GB,,"3,2133","4,4",,Black / Red,8.439,9
Kingston HyperX Fury 8 GB,,"3,1333","1,8",,Blue / Silver,13.503,9
Kingston HyperX Fury 8 GB,,"3,1333","2,4",,Blue / Silver,13.503,9
Kingston HyperX Fury 8 GB,,"3,1333","1,8",,Red / Silver,13.503,9
Kingston HyperX Fury 16 GB,,"3,1333","2,8",,Red / Silver,13.503,9
Kingston HyperX Fury 8 GB,,"3,1333","2,4",,White / Silver,13.503,9
Kingston HyperX Fury 4 GB,,"3,1600","1,4",,Black / Silver,12.5,10
Kingston HyperX Fury 4 GB,,"3,1600","1,4",,White / Silver,12.5,10
Kingston HyperX Fury 4 GB,,"3,1866","1,4",,White / Silver,10.718,10
Crucial CT51264BF160BJ 4 GB,14.99,"3,1600","1,4",3.748,Black / Green,13.75,11
PNY MD16384KD3-1866-X9 16 GB,,"3,1866","2,8",,Black / Silver,9.646,9
V7 V73T8GNAJKI 8 GB,,"3,1600","1,8",,Black / Green,13.75,11
Kingston KVR13LS9S6/2 2 GB,,"3,1333","1,2",,Black / Green,13.503,9
G.Skill Ripjaws 32 GB,,"3,2133","4,8",,Black / Red,10.314,11
Corsair Vengeance LPX 16 GB,,"4,2800","4,4",,Black / Yellow,10.714,15
Corsair Vengeance LPX 16 GB,,"4,2800","4,4",,Black / Red,10.714,15
G.Skill Ripjaws 16 GB,,"4,2133","4,4",,Black / Red,14.065,15
G.Skill Ripjaws 32 GB,94.72,"4,2666","4,8",2.96,Red,11.253,15
G.Skill Value 16 GB,,"4,2400","4,4",,Black,12.5,15
ADATA XPG Z1 8 GB,,"4,2133","2,4",,Red / Black,14.065,15
ADATA XPG Z1 32 GB,,"4,2800","4,8",,Red / Black,12.143,17
Crucial Ballistix Sport 32 GB,,"4,2400","4,8",,Gray / Silver,13.333,16
G.Skill Ripjaws 4 16 GB,,"4,3000","4,4",,Black,10,15
Kingston HyperX Savage 4 GB,,"3,2400","1,4",,Black / Red,9.167,11
Corsair Dominator Platinum 32 GB,,"4,2666","4,8",,Black / Silver,11.253,15
Kingston HyperX Predator 8 GB,,"3,1866","2,4",,Black / Blue,9.646,9
Kingston HyperX Beast 32 GB,,"3,2133","4,8",,Black,10.314,11
Kingston HyperX Beast 32 GB,,"3,2400","4,8",,Black,9.167,11
G.Skill Trident X 8 GB,,"3,3100","2,4",,Black / Red,7.742,12
Kingston Predator 16 GB,,"3,1866","4,4",,Black / Blue,10.718,10
Kingston KTD-PE316LLQ/32G 32 GB,249.33,"3,1600","1,32",7.792,Silver,13.75,11
Mushkin Redline 16 GB,,"3,1866","4,4",,Red,9.646,9
Mushkin Redline 16 GB,,"3,2400","4,4",,Red / White,8.333,10
TEAMGROUP Xtreem 16 GB,,"3,2400","2,8",,White,8.333,10
TEAMGROUP Dark 8 GB,,"3,1600","1,8",,Black / Blue,11.25,9
ADATA XPG V1.0 16 GB,,"3,2133","2,8",,Red / White,9.376,10
Wintec HMT42GR7MFR4C-PB 16 GB,,"3,1600","1,16",,Black / Blue,13.75,11
Crucial Ballistix 16 GB,,"3,1866","2,8",,Black / White,9.646,9
Crucial Ballistix Elite 16 GB,,"3,1600","4,4",,Black / White,10,8
Corsair Vengeance Pro 16 GB,,"3,2133","2,8",,Black / Blue,10.314,11
G.Skill Ripjaws 4 64 GB,,"4,2800","8,8",,Black,10.714,15
G.Skill Ripjaws 4 16 GB,,"4,2666","4,4",,Black / Blue,12.003,16
TEAMGROUP Elite 4 GB,,"4,2133","1,4",,Black,14.065,15
TEAMGROUP Elite 4 GB,,"4,2400","1,4",,Black / Green,12.5,15
Corsair Vengeance LPX 32 GB,,"4,2666","4,8",,Blue,11.253,15
Corsair Vengeance LPX 32 GB,154.36,"4,2666","4,8",4.824,Red,11.253,15
Corsair Vengeance LPX 16 GB,,"4,2133","4,4",,Black / Red,14.065,15
TEAMGROUP Elite 16 GB,,"4,2133","4,4",,Black,14.065,15
G.Skill Ripjaws 4 32 GB,,"4,2800","4,8",,Black,11.429,16
Silicon Power SP004GBLTU133N02 4 GB,,"3,1333","1,4",,Black / Green,13.503,9
Mushkin Blackline 32 GB,,"3,1600","4,8",,Black / White,11.25,9
Corsair Vengeance LPX 16 GB,,"4,3000","4,4",,Black / Yellow,10,15
G.Skill Ripjaws 4 32 GB,,"4,3000","8,4",,Blue,10,15
Crucial Ballistix Elite 16 GB,,"4,2666","2,8",,Black,12.003,16
Crucial Ballistix Elite 4 GB,,"4,2666","1,4",,Black,12.003,16
Corsair TW3X4G1333C9A 4 GB,,"3,1333","2,2",,Black / Blue,13.503,9
Silicon Power SP016GXLYU16ANDA 16 GB,,"3,1600","2,8",,Red,11.25,9
Silicon Power SP016GXLYU24ANDA 16 GB,,"3,2400","2,8",,Red,9.167,11
Crucial CT2K8G4RFS4213 16 GB,,"4,2133","2,8",,Green,14.065,15
Kingston KVR16LE11L/8 8 GB,58.98,"3,1600","1,8",7.372,Green,13.75,11
Kingston KVR13LE9S8/4EF 4 GB,28.99,"3,1333","1,4",7.247,Green,13.503,9
Mushkin Proline 8 GB,26.15,"3,1866","1,8",3.269,Green,13.934,13
Avexir Core 16 GB,,"3,1600","2,8",,Black / Red,13.75,11
Avexir Core 16 GB,,"3,1866","2,8",,Black / Red,9.646,9
EVGA Superclocked 16 GB,,"4,2666","4,4",,Black,12.003,16
EVGA Superclocked 16 GB,,"3,1866","2,8",,Black,9.646,9
Corsair Vengeance LPX 16 GB,,"4,3200","4,4",,Black / Yellow,9.375,15
Corsair Vengeance LPX 16 GB,,"4,3300","4,4",,Black / Yellow,9.697,16
Corsair Vengeance LPX 32 GB,,"4,3000","4,8",,Red,10,15
Corsair Dominator Platinum 128 GB,,"4,2666","8,16",,Black / Silver,11.253,15
G.Skill Trident X 32 GB,,"4,2800","4,8",,Black / Gold,10.714,15
Kingston D4G72M152Q 32 GB,,"4,2133","1,32",,Black / Green,14.065,15
Kingston KVR16LE11K4/32 32 GB,,"3,1600","4,8",,Black / Green,13.75,11
Mushkin ECO2 8 GB,,"3,1600","1,8",,Black / Silver,11.25,9
Toshiba PA5104U-1M4G 4 GB,,"3,1600","1,4",,Black / Blue,13.75,11
Wintec 3RSA213315R5H-64GQ 64 GB,,"4,2133","4,16",,Silver,14.065,15
G.Skill Ripjaws 4 16 GB,,"4,2666","2,8",,Red,11.253,15
PNY Anarchy 8 GB,,"4,2400","1,8",,Black / Red,12.5,15
Corsair Vengeance LP 4 GB,,"3,1600","1,4",,Red,13.75,11
G.Skill Ripjaws V 32 GB,,"4,2133","4,8",,Black / Red,14.065,15
G.Skill Ripjaws V 16 GB,,"4,2400","4,4",,Black / Red,12.5,15
G.Skill Ripjaws V 16 GB,,"4,2666","4,4",,Black / Red,11.253,15
G.Skill Ripjaws V 32 GB,,"4,2666","4,8",,Black / Red,11.253,15
G.Skill Ripjaws V 8 GB,,"4,3200","2,4",,Black,10,16
Kingston KVR16LR11S4K3/24I 24 GB,,"3,1600","3,8",,Black / Green,13.75,11
Corsair Dominator Platinum 16 GB,,"4,3666","4,4",,Black / Silver,9.82,18
Mushkin Blackline 16 GB,,"4,2400","2,8",,Black / Silver,12.5,15
Patriot PSD416G2133K 16 GB,,"4,2133","2,8",,Green,14.065,15
Corsair Vengeance LPX 32 GB,,"4,2400","2,16",,Red,12.5,15
Kingston HyperX Fury 8 GB,,"3,1866","2,4",,Black,11.79,11
Crucial Ballistix Tactical 16 GB,,"4,2666","2,8",,Silver,12.003,16
Crucial Ballistix Tactical 8 GB,,"4,2666","1,8",,Silver,12.003,16
G.Skill Trident Z 16 GB,,"4,3000","2,8",,Red / Silver,10,15
G.Skill Ripjaws V 32 GB,,"4,3000","4,8",,Black / Red,10,15
Kingston HyperX Savage 16 GB,,"4,2133","2,8",,Black / White,12.189,13
Kingston HyperX Savage 16 GB,,"4,2400","4,4",,Black / White,10,12
Kingston HyperX Savage 16 GB,,"4,2666","2,8",,Black / White,9.752,13
Kingston HyperX Savage 4 GB,,"4,2800","1,4",,Black / White,10,14
Kingston HyperX Savage 16 GB,,"4,2800","2,8",,Black / White,10,14
Kingston HyperX Savage 16 GB,,"4,3000","2,8",,Black / White,10,15
G.Skill Ripjaws V 16 GB,,"4,3200","4,4",,Black,10,16
Patriot Viper 4 16 GB,81.56,"4,2400","2,8",5.098,Black / Red,12.5,15
GeIL Super Luce 32 GB,,"4,2400","2,16",,Black / White,11.667,14
Patriot Signature Line 4 GB,,"4,2400","1,4",,Blue / Silver,14.167,17
Kingston HyperX Savage 32 GB,,"4,2666","4,8",,Black / White,9.752,13
Avexir Core 16 GB,,"4,2400","2,8",,Black / Blue,13.333,16
G.Skill Ripjaws V 64 GB,,"4,2133","4,16",,Red,14.065,15
G.Skill Trident Z 16 GB,,"4,3200","2,8",,Red / Silver,10,16
G.Skill Ripjaws V 16 GB,,"4,3200","4,4",,Red,10,16
G.Skill Ripjaws V 16 GB,,"4,2800","1,16",,Red,10.714,15
Panram Ninja-V 16 GB,,"4,2133","2,8",,Black / Silver,12.189,13
GeIL Dragon RAM Combo 16 GB,,"4,3466","4,4",,White / Gold,9.233,16
G.Skill Ripjaws 4 GB,14.64,"4,2133","1,4",3.66,Black / Blue,14.065,15
Kingston KVR18R13S8L/4 4 GB,,"3,1866","1,4",,Black / Green,13.934,13
Kingston Savage 32 GB,,"4,2400","2,16",,Black / Silver,11.667,14
Corsair Vengeance LPX 8 GB,,"4,4000","2,4",,Black / Yellow,9.5,19
G.Skill Ripjaws V 16 GB,,"4,2666","2,8",,Silver,11.253,15
G.Skill Ripjaws V 16 GB,,"4,2800","2,8",,Silver,10.714,15
G.Skill Ripjaws V 16 GB,,"4,3200","2,8",,Silver,10,16
Corsair Vengeance LPX 16 GB,,"4,3733","4,4",,Black / Yellow,9.108,17
Corsair Vengeance Pro 16 GB,,"3,2133","2,8",,Black / Silver,10.314,11
G.Skill Trident Z 16 GB,,"4,3000","2,8",,Red / Silver,9.333,14
G.Skill Ripjaws V 32 GB,,"4,3000","2,16",,Black,9.333,14
G.Skill Trident Z 32 GB,,"4,3200","2,16",,Red / Silver,10,16
GeIL Super Luce 16 GB,,"4,2400","2,8",,Black / Blue,12.5,15
G.Skill Ripjaws 64 GB,,"4,2800","4,16",,Black / Blue,12.857,18
Crucial CT2KIT25664BA160BJ 4 GB,34.99,"3,1600","2,2",8.748,Black / Green,13.75,11
GeIL Dragon RAM 8 GB,,"4,4133","2,4",,White / Gold,9.194,19
G.Skill Trident Z 16 GB,,"4,4133","2,8",,Red / Silver,9.194,19
Kingston ValueRAM 16 GB,,"4,2133","4,4",,Black / Green,14.065,15
G.Skill Trident Z 16 GB,,"4,3733","2,8",,Red / Silver,9.108,17
Kingston Savage 8 GB,,"4,2400","2,4",,Black,10,12
Kingston Savage 16 GB,,"4,2800","2,8",,Black,10,14
Corsair Dominator Platinum 8 GB,209.99,"4,3733","2,4",26.249,Black / Silver,9.108,17
G.Skill Ripjaws V 16 GB,,"4,3333","2,8",,Red,9.601,16
Corsair Dominator Platinum 8 GB,157.97,"4,2800","2,4",19.746,Black / Silver,10.714,15
Kingston FURY 32 GB,,"4,2133","4,8",,Black / Silver,13.127,14
Avexir Core 16 GB,,"3,1600","2,8",,Black / Green,13.75,11
Avexir Core 16 GB,,"4,2666","2,8",,Black / Red,12.753,17
Corsair Vengeance LED 32 GB,,"4,2666","4,8",,Black / Red,12.003,16
Corsair Vengeance LED 64 GB,,"4,2666","4,16",,Black / White,12.003,16
Crucial Ballistix Sport LT 64 GB,,"4,2400","4,16",,Red / Silver,13.333,16
G.Skill Trident Z 16 GB,,"4,3200","2,8",,Silver / White,8.75,14
G.Skill Trident Z 16 GB,,"4,3200","2,8",,Black / Orange,8.75,14
Corsair Mac Memory 32 GB,,"3,1866","4,8",,Green,11.79,11
TEAMGROUP Dark 8 GB,,"4,2400","2,4",,Black / Silver,11.667,14
G.Skill Trident Z RGB 32 GB,,"4,3000","4,8",,Black,9.333,14
G.Skill FORTIS 32 GB,,"4,2400","4,8",,Black / Red,13.333,16
Kingston HyperX Predator 64 GB,,"4,3000","4,16",,Black,10,15
TEAMGROUP Vulcan 32 GB,,"4,2400","2,16",,Black / Red,12.5,15
G.Skill Flare X 32 GB,,"4,2133","2,16",,Black,14.065,15
G.Skill Flare X 16 GB,,"4,2400","2,8",,Black,13.333,16
Kingston Impact 32 GB,,"4,2400","2,16",,Black,11.667,14
TEAMGROUP Night Hawk RGB 16 GB,,"4,3000","2,8",,Black,10.667,16
TEAMGROUP Night Hawk RGB 16 GB,,"4,3000","2,8",,White,10.667,16
TEAMGROUP Vulcan 8 GB,,"4,2400","1,8",,Black / Gray,11.667,14
TEAMGROUP Vulcan 4 GB,,"4,2400","1,4",,Black / Red,11.667,14
Patriot Viper Elite 8 GB,,"4,2133","2,4",,Black / Gray,13.127,14
Patriot Viper Elite 8 GB,,"4,3000","2,4",,Black / Red,10.667,16
G.Skill Trident Z 64 GB,,"4,3300","4,16",,Black / White,9.697,16
Patriot Viper Elite 16 GB,,"4,2800","2,8",,Black / Blue,11.429,16
Patriot Viper Elite 16 GB,,"4,2400","2,8",,Black / Red,13.333,16
Apacer Commando 16 GB,,"4,2400","2,8",,Black / Red,13.333,16
Apacer Commando 32 GB,,"4,2400","2,16",,Black / Red,13.333,16
Corsair Dominator Platinum 16 GB,,"4,3200","2,8",,,8.75,14
Patriot Signature Line 16 GB,,"4,2400","1,16",,Black / Green,14.167,17
Corsair Dominator Platinum 32 GB,,"4,3866","4,8",,,9.312,18
Corsair Vengeance RGB 16 GB,,"4,4000","2,8",,,9.5,19
Corsair Vengeance RGB 16 GB,,"4,3000","2,8",,White,10,15
TEAMGROUP T-Force Delta RGB 16 GB,,"4,2666","1,16",,Black,11.253,15
TEAMGROUP T-Force Delta RGB 16 GB,,"4,2400","1,16",,White,12.5,15
Kingston ValueRAM 16 GB,120,"4,2400","1,16",7.5,Green,14.167,17
TEAMGROUP Night Hawk 32 GB,,"4,3200","2,16",,Black / Red,10,16
Patriot PSD48G2400K 8 GB,,"4,2400","2,4",,,13.333,16
Kingston ValueRAM 4 GB,,"4,2400","1,4",,,14.167,17
ADATA XPG V1.0 16 GB,,"3,1600","2,8",,Red / White,13.75,11
ADATA XPG GAMMIX D10 8 GB,,"4,2666","2,4",,Black / White,12.003,16
Corsair Vengeance LPX 16 GB,,"4,4400","2,8",,Black / Red,8.636,19
Corsair Vengeance LPX 8 GB,,"4,2400","1,8",,Black / Yellow,11.667,14
Corsair Vengeance LED 16 GB,,"4,3200","2,8",,Black,10,16
Avexir Raiden 16 GB,,"4,3000","2,8",,Black / Green,10.667,16
Corsair Vengeance LPX 16 GB,,"4,3200","2,8",,Red / Black,8.75,14
Corsair Vengeance LPX 32 GB,,"4,3000","4,8",,Red / Black,10,15
G.Skill Sniper X 16 GB,,"4,2400","2,8",,Black / Camo,14.167,17
G.Skill Sniper X 32 GB,,"4,3000","2,16",,Black / Camo,10.667,16
G.Skill Trident Z 64 GB,,"4,3300","4,16",,Silver / Red,9.697,16
G.Skill Trident Z RGB 32 GB,,"4,4133","4,8",,Black,8.226,17
TEAMGROUP T-Force Dark 4 GB,,"4,2666","1,4",,Red / Black,11.253,15
TEAMGROUP T-Force Night Hawk RGB 32 GB,,"4,3000","2,16",,White,10.667,16
TEAMGROUP Elite 16 GB,,"3,1600","2,8",,Black,13.75,11
ADATA XPG GAMMIX D10 32 GB,,"4,2666","2,16",,Red / Silver,12.003,16
Corsair Vengeance LPX 64 GB,,"4,3000","4,16",,Black,10.667,16
Crucial CT8G4RFS424A 8 GB,39.99,"4,2400","1,8",4.999,Green / Black,14.167,17
GeIL EVO POTENZA 8 GB,,"4,3000","2,4",,Red / Black,10.667,16
GeIL EVO POTENZA 16 GB,,"4,2666","2,8",,Black,12.003,16
GeIL EVO POTENZA 16 GB,,"4,2133","2,8",,Black,14.065,15
Corsair Vengeance LED 16 GB,,"4,3000","2,8",,Black / Blue,10.667,16
TEAMGROUP T-Force Night Hawk RGB 16 GB,,"4,4000","2,8",,Black,9,18
TEAMGROUP T-Force Xtreem 32 GB,,"4,3733","4,8",,Black / Silver,9.108,17
TEAMGROUP T-Force Xtreem 32 GB,,"4,3866","4,8",,Black / Silver,9.312,18
TEAMGROUP T-Force Dark 64 GB,,"4,3000","4,16",,Silver / Black,10.667,16
TEAMGROUP T-Force Dark 32 GB,,"4,3200","4,8",,Red / Black,10,16
TEAMGROUP T-Force Vulcan 64 GB,,"4,2400","4,16",,Silver / Black,11.667,14
Kingston HyperX Fury 16 GB,,"4,2133","1,16",,Red / Silver,13.127,14
Kingston HyperX Fury 64 GB,,"4,2133","4,16",,Red / Silver,13.127,14
Kingston HyperX Fury 32 GB,,"4,2133","4,8",,White / Silver,13.127,14
Kingston HyperX Fury 64 GB,,"4,2133","4,16",,White / Silver,13.127,14
Kingston HyperX Impact 16 GB,,"4,2666","2,8",,Black,11.253,15
Patriot Viper LED 16 GB,,"4,2666","2,8",,Black / Red,11.253,15
Patriot Signature Line 8 GB,,"4,2133","1,8",,Green / Black,14.065,15
ADATA Flame 4 GB,,"4,2400","1,4",,Black / Orange,13.333,16
Crucial CT102464BF186D 8 GB,23.99,"3,1866","1,8",2.999,Green / Black,13.934,13
G.Skill Ripjaws 32 GB,,"4,4000","4,8",,Black / Blue,9,18
G.Skill Sniper X 16 GB,204.32,"4,3400","2,8",12.77,Camo / Black,9.412,16
Kingston ValueRAM 16 GB,59.99,"4,2400","1,16",3.749,Green / Black,14.167,17
TEAMGROUP T-Force Xtreem 64 GB,,"4,3600","4,16",,Silver / Black,8.889,16
Klevv BOLT 4 GB,,"4,2400","1,4",,Black / Gold,12.5,15
Kingston HyperX Fury 64 GB,,"4,2666","4,16",,Black / White,12.003,16
ADATA XPG GAMMIX D10 8 GB,,"4,2400","1,8",,Black / White,13.333,16
ADATA XPG GAMMIX D10 8 GB,,"4,2400","2,4",,Black / White,13.333,16
ADATA XPG GAMMIX D10 16 GB,,"4,3000","1,16",,Black / White,10.667,16
ADATA XPG GAMMIX D10 32 GB,,"4,3000","2,16",,Black / White,10.667,16
ADATA XPG GAMMIX D10 32 GB,,"4,3000","4,8",,Black / White,10.667,16
ADATA XPG GAMMIX D10 8 GB,,"4,2400","1,8",,Red / White,13.333,16
ADATA XPG GAMMIX D10 16 GB,,"4,2400","2,8",,Red / White,13.333,16
ADATA XPG GAMMIX D10 16 GB,,"4,2666","1,16",,Red / White,12.003,16
ADATA XPG GAMMIX D10 32 GB,,"4,2666","4,8",,Red / White,12.003,16
ADATA XPG GAMMIX D10 8 GB,,"4,3000","1,8",,Red / White,10.667,16
Patriot Viper Venom RGB 16 GB,,"4,2666","2,8",,Black / Silver,11.253,15
Patriot Viper Venom RGB 16 GB,,"4,3000","2,8",,White / Black,10,15
Corsair Vengeance RGB Pro 32 GB,,"4,2666","4,8",,White,12.003,16
Corsair Vengeance RGB Pro 64 GB,,"4,3200","8,8",,Black,10,16
Kingston HyperX Predator RGB 32 GB,,"4,2933","4,8",,Black,10.228,15
Corsair Vengeance RGB 16 GB,,"4,4600","2,8",,Black,8.261,19
ADATA XPG SPECTRIX D41 16 GB,,"4,2666","2,8",,Red,12.003,16
ADATA XPG SPECTRIX D41 16 GB,,"4,3600","2,8",,Red,9.444,17
ADATA XPG SPECTRIX D41 32 GB,,"4,2666","2,16",,Red,12.003,16
Corsair Dominator Platinum 16 GB,,"4,3333","2,8",,Silver / Black,9.601,16
Crucial Ballistix Tactical 16 GB,,"4,3000","1,16",,Black,10,15
Crucial Ballistix Sport AT 32 GB,,"4,2666","2,16",,Silver / Black,12.003,16
Crucial Ballistix Sport AT 8 GB,,"4,3000","1,8",,Silver / Black,11.333,17
Mushkin Essentials 16 GB,35.85,"4,2133","2,8",2.241,Green / Black,14.065,15
Corsair Vengeance LED 32 GB,,"4,3333","2,16",,Black,9.601,16
Crucial Ballistix Sport LT 8 GB,,"4,2666","2,4",,Silver / Gray,12.003,16
ADATA XPG GAMMIX D10 16 GB,,"4,3200","2,8",,Red / Silver,10,16
Patriot Signature Line 4 GB,,"4,2400","1,4",,Green / Black,14.167,17
Crucial Ballistix Sport LT 8 GB,,"4,2666","1,8",,Black / Silver,12.003,16
Corsair Vengeance RGB Pro 128 GB,,"4,3000","8,16",,Black,10.667,16
Corsair Vengeance RGB Pro 128 GB,,"4,3000","8,16",,White,10.667,16
Corsair Vengeance RGB Pro 128 GB,,"4,2666","8,16",,White,12.003,16
TEAMGROUP T-Force Night Hawk Legend RGB 16 GB,,"4,3466","2,8",,Gold,9.233,16
Patriot Viper Elite 8 GB,,"4,2666","1,8",,Silver / Black,12.003,16
TEAMGROUP T-Force Vulcan 8 GB,,"4,2400","1,8",,Red / Black,13.333,16
Crucial CT16G4TFD8266 16 GB,,"4,2666","1,16",,Green / Black,14.254,19
Crucial Ballistix Tactical Tracer 8 GB,,"4,2666","1,8",,Silver / Black,12.003,16
Crucial Ballistix Elite 32 GB,,"4,3200","2,16",,Black / White,10,16
Crucial Ballistix Sport LT 16 GB,,"4,3200","2,8",,Silver / Black,10,16
