name,price,tracking_method,connection_type,max_dpi,hand_orientation,color
Corsair M65 RGB,,Laser,Wired,8200,Right,Black
Razer Mamba,,Laser,Wireless,16000,Right,Black
Logitech MX Ergo,74.29,Optical,Wireless,440,Right,Black
Logitech MX Master 3,,Laser,Wireless,4000,Right,Black
SteelSeries Rival 710,,Optical,Wired,16000,Right,Black
Adesso iMouse S60R,14.29,Optical,Wireless,1600,Right,Red / Black
Corsair SABRE PRO CHAMPION SERIES,50.71,Optical,Wired,18000,Right,Black
ROCCAT KONE Pro,39.99,Optical,Wired,19000,Right,White
Logitech MX ANYWHERE 3,71.99,Laser,"Wireless, Bluetooth Wireless",4000,Right,Pink
Verbatim 99767 Commuter,9.99,Optical,Wireless,,Both,Red / Black
EVGA TORQ X10 Carbon,29.95,Laser,Wired,8200,Both,Black / Red
MSI CLUTCH GM30,,Optical,Wired,6200,Right,Black
Logitech ERGO M575,49.99,Optical,Bluetooth Wireless,2000,Right,White / Blue
Kensington Orbit,38.99,Trackball,Wired,,Both,Black
Razer DeathAdder V2 Pro - Genshin Impact Edition,,Optical,"Wired, Wireless, Bluetooth Wireless",20000,Right,Blue / White
Xtrfy M4 RGB,129.65,Optical,"Wired, Wireless",16000,Right,White
Microsoft P58-00061,17.98,Optical,Wired,800,Both,Black
Perixx PERIMICE-201P B,9.99,Optical,Wired,800,Both,Black / Silver
Corsair Raptor M45,,Optical,Wired,5000,Right,Black / Red
Redragon M990,,Laser,Wired,24000,Right,Black
GameMax Strike,,Optical,Wired,3200,Right,Black
Trust GXT 101D GAV,,Optical,Wired,4800,Right,Green / Black
Zowie ZA13-C,,Optical,Wired,3200,Right,Black
Razer Atheris,,Optical,Wireless,7200,Right,White
Asus ROG GLADIUS II CORE,40.09,Optical,Wired,6200,Right,Black
Logitech ERGO M575,48.99,Optical,Bluetooth Wireless,2000,Right,Black / Blue
Logitech MX ANYWHERE 3,,Laser,"Wireless, Bluetooth Wireless",4000,Right,Black
Logitech M170,12.99,Optical,Wireless,1000,Both,Blue / Black
Asus ROG Strix Impact II GUNDAM Edition,48.99,Optical,"Wired, Wired",6200,Right,Blue / White
Razer Naga 2014,,Laser,Wired,8200,Right,Black / Green
Logitech Optical USB Mouse,13.98,Optical,Wired,800,Both,Black
Microsoft RJN-00013,24.95,Optical,Bluetooth Wireless,,Both,Blue
Perixx PERIMICE-517,29.99,Trackball,Wired,1000,Left,Black
Lenovo 06P4069,29.99,Optical,Wired,400,Both,Black
Logitech G600 MMO Gaming Mouse,,Laser,Wired,8200,Right,White / Black
Redragon Centrophorus M601,,Optical,Wired,2000,Right,Black / Red
SHARKOON SHARK Force,,Optical,Wired,1600,Right,Black
Corsair GLAIVE RGB PRO,,Optical,Wired,18000,Right,Black
Lenovo Legion M500 RGB,49.99,Optical,Wired,,Right,Black
Tempest MS100 Paladin,,Optical,Wired,16000,Both,Black / Red
Endgame Gear XM2w,,Optical,"Wired, Wired, Wireless",26000,Right,White
Cooler Master MM731,84.3,Optical,Wireless,19000,Right,Black
Logitech M705,59.04,Laser,Wireless,1000,Right,Black
Patriot Viper 551,27,Optical,Wired,10000,Both,Black
Razer Basilisk Essential,64.98,Optical,Wired,6400,Right,Black
Belkin F5M010QBLK,9.15,Optical,Wired,800,Both,Black
Adesso IMOUSE X1,19.4,Optical,Wired,3200,Right,Silver / Black
Endgame Gear XM1r,59.99,Optical,Wired,19000,Right,Transparent / Black
Logitech M500,,Laser,Wired,1000,Right,Black
Xtrfy M42 RGB,79,Optical,"Wired, Wireless",16000,Right,White
Adesso HC-3003PS,7.95,Optical,Wired,1000,Both,Black
Razer Taipan,,Laser,Wired,8200,Both,Black
Asus ROG Strix Evolve,69.99,Optical,Wired,7200,Both,Black
HP OMEN Reactor,39.99,Optical,Wired,16000,Right,Black / Red
EVGA X17,29.99,Optical,Wired,16000,Right,Gray / Black
Endgame Gear OP1we,99.99,Optical,"Wired, Wireless",19000,Right,White
Logitech M325,15.99,Optical,Wireless,,Both,Multicolor
Kensington Pro Fit Wired Mid-Size Mouse USB,23.19,Laser,Wired,,Right,Black
Trust GXT 188 Laban RGB,,Optical,Wired,15000,Right,Black
Rosewill NEON M63,22.99,Optical,Wired,10000,Right,Black / Red
GAMDIAS ZEUS E2,,Optical,Wired,3200,Right,Black
Logitech G500,189.99,Laser,Wired,5700,Right,Black / Silver
Microsoft 3KJ-00001,,Optical,Wireless,,Both,Black
Microsoft Wireless Mobile Mouse 6000,299.99,Optical,Wireless,,Both,White
Razer DeathAdder Black Edition,,Optical,Wired,3500,Right,Black
A4Tech G9-370HX-1,14.99,Optical,Wireless,,Both,Black
Corsair Vengeance M65,,Laser,Wired,8200,Right,Black
Razer Orochi 2013,,Laser,Bluetooth Wireless,6400,Both,Black
Corsair Vengeance M65,,Laser,Wired,8200,Right,White
ROCCAT Kone AIMO,,Optical,Wired,12000,Right,Black
Logitech M185R,14.99,Optical,Wireless,1000,Both,Red / Black
Targus W575,17.63,Optical,Wireless,1600,Both,Black
Dell Alienware Elite,,Optical,Wired,12000,Right,Silver / Black
ROCCAT Kain 202 Aimo RGB,102.08,Optical,Wireless,16000,Right,White
Asus P705 ROG PUGIO II,140.02,Optical,Wireless,16000,Right,Black
Logitech G305 LIGHTSPEED,,Optical,Wireless,12000,Right,Blue
Microsoft Intellimouse Pro - Dark Shadow,,Optical,Wired,16000,Right,Black / Gray
Razer Pro Click Mini,74.76,Optical,"Wireless, Bluetooth Wireless",12000,Right,White / Gray
Endgame Gear OP1we,99.99,Optical,"Wired, Wireless",19000,Right,Black
Xtrfy M4 RGB,58.81,Optical,Wired,16000,Right,Black
Cherry M5400,,Optical,Wired,800,Both,Gray
Microsoft U7Z-00021,17.48,Laser,Wireless,,Both,Pink
Logitech M510,27.99,Laser,Wireless,1000,Right,Red
ninjutso Origin One X,107,Optical,"Wired, Wireless",3200,Right,Black / White
Razer TRON,195,Laser,Wired,5600,,Black
Asus ROG Gladius II,101,Optical,Wired,12000,Right,Black
Kensington K64325,89.99,Trackball,Wired,,,Black
Logitech G400s,,Optical,Wired,4000,Right,Black
Logitech G302 Daedalus Prime Moba,98.99,Optical,Wired,4000,Right,Black / Blue
Logitech M185,13.99,Optical,Wireless,,Both,Gray
Asus ROG Strix Impact,96.64,Optical,Wired,5000,Both,Black
Acer Predator Cestus 330,64.98,Optical,Wired,16000,Right,Black
Logitech G400,107.36,Optical,Wired,3600,Right,Black
Razer ABYSSUS,,Optical,Wired,3500,Both,Black
Logitech G300,67.28,Optical,Wired,2500,Both,Black / Gray
Kensington K72352US,44.78,Trackball,Wireless,,Both,Black
A4Tech XL-750BK,,Laser,Wired,3600,Both,Black
A4Tech XL-747H,,Laser,Wired,3600,Both,Black
Mionix NAOS 8200,,Laser,Wired,8200,Right,Black
HP QY775AA,11.09,Optical,Wired,800,Both,Black
SteelSeries Rival,,Optical,Wired,6500,Right,Black / Green
SteelSeries 62250,,Laser,Wireless,5670,Both,Black / Silver
Zowie FK2,,Optical,Wired,3200,Both,Black / Yellow
Dell WM126,18.36,Optical,Wireless,1000,Both,Black
Corsair Sabre RGB,,Optical,Wired,10000,Right,Black
Zowie EC1-A,,Optical,Wired,3200,Right,Black
Glorious MODEL O GLOSSY,47.49,Optical,Wired,12000,Right,Black
Corsair M55 RGB PRO,79.98,Optical,Wired,12400,Both,White / Gray
Adesso iMouse M6,9.52,Optical,Wired,1000,Both,Black
Fellowes Penguin Small,261.78,Laser,Wireless,1200,Both,Black / Silver
Verbatim 70234,8.94,Optical,Wired,,Both,Red / Black
ROCCAT Leadr,,Optical,Wireless,12000,Right,Black
Redragon M801P Sniper Pro,,Optical,Wired,16000,Right,Black
HP Pulsefire Dart,59.99,Optical,Wireless,16000,Right,Black
HP HyperX Pulsefire Haste,49.99,Optical,Wired,16000,,Black / Red
Deepcool MG350,134,Optical,Wired,16000,Right,Black / Cyan
Mionix AVIOR 7000,92.29,Optical,Wired,7000,Both,Black / Blue
Evoluent VerticalMouse 4 Right,99.99,Laser,Bluetooth Wireless,,Right,White
Logitech G203 PRODIGY,63.98,Optical,Wired,6000,Right,White
Logitech M325c Triple Scoop Ice Cream Cone,16.98,Optical,Wireless,1000,Both,Red / White
Rosewill RWM-001,14.99,Optical,Wireless,1200,Both,Black
V7 MW100-1N,18.98,Optical,Wireless,1600,Both,Black
HP OMEN 400,89.96,Optical,Wired,5000,Right,Black / Red
SteelSeries Rival 300 CS:GO Hyper Beast Edition,186.17,Optical,Wired,6500,Right,Orange / Black
Xtrfy M4 RGB,49,Optical,Wired,16000,Right,Pink
Logitech M650,,Optical,"Wireless, Bluetooth Wireless",4000,Right,White / Gray
Razer Lachesis,,Laser,Wired,5600,Right,Black
HP GW405AT,18.98,Laser,Wired,,,Black
Microsoft Basic,16.98,Optical,Wired,,Both,Black
NZXT Avatar S,,Laser,Wired,1600,Both,White
Kensington K72405US,24.99,Optical,Wireless,1750,Right,Black
Corsair Vengeance M60,,Laser,Wired,5700,Right,Black
Razer Naga Hex,,Laser,Wired,5600,Right,Black / Green
A4Tech F3,25,Laser,Wired,3200,Both,Black
Corsair Vengeance M95,,Laser,Wired,8200,Right,White
HP H4B81AA,22.99,Laser,Wired,1000,Both,Black
Microsoft U7Z-00001,14.99,Laser,Wireless,,Both,Black
Microsoft U7Z-00031,11.99,Optical,Wireless,,Both,Red
MSI Interceptor DS B1,,Optical,Wired,1600,Right,Black / Red
ROCCAT Kova RGB,,Optical,Wired,7000,Both,Black
Genius DX 120,,Optical,Wired,1000,Both,Black
Razer Naga Hex V2,,Laser,Wired,16000,Right,Black / Green
Logitech MX MASTER 2S (White),,Laser,Wireless,4000,Right,White
Asus TUF Gaming M5,,Optical,Wired,6200,Right,Silver
Mionix Castor Frosting,,Optical,Wired,5000,Right,Pink
Verbatim 98113 Go Mini Travel Commuter,9.94,Optical,Wired,,Both,Purple
Verbatim 70233,8.99,Optical,Wired,,Both,Blue / Black
G-Wolves HT-M 3360 Red,,Optical,Wired,12000,Right,Red
Verbatim 70237,17.28,Optical,Wired,,Both,Blue / Silver
HAVIT HV-MS735,,Optical,Wired,12000,Right,Black
Logitech M191 Full-Size,14.99,Optical,Wireless,1000,Both,Black / Gray
Endgame Gear XM1 RGB,68.17,Optical,Wired,16000,Right,White / Black
Tempest MS-300 RGB Soldier,,Optical,Wired,4000,Right,Black
Razer DeathAdder V2 - Special Edition,,Optical,Wired,20000,Right,Black / Green
Cooler Master MM710 Matte White,66.9,Optical,Wired,16000,Right,White
Glorious MODEL D GLOSSY,39.99,Optical,Wired,12000,Right,Black
ADATA XPG ALPHA,34.99,Optical,Wired,16000,Right,Black
Logitech Wireless Mouse M525,28.5,Optical,Wireless,,Both,Red / Black
Adesso iMouse E7,30.04,Optical,Wired,6400,Left,Black
Razer Basilisk,,Optical,Wired,16000,Right,
Microsoft 4YH-00001,16.86,Optical,Wired,,,Black
Logitech M310,12.99,Laser,Wireless,,Both,Blue
Cobra cobra II,,Optical,Wired,1600,Right,Multicolor
Verbatim Wireless Multi-Trac Blue LED Optical Mouse,12.99,Optical,Wireless,,Right,Red
Asus UX300,,Optical,Wired,1600,Right,Black
Rosewill RGM-300,,Optical,Wired,1000,Right,Black
UtechSmart US-D5700-GM,32.99,Laser,Wired,5700,Right,Multicolor
Logitech M320,49.99,Optical,Wireless,1000,Right,Black
Corsair M65 RGB,,Laser,Wired,8200,Right,Black
Genius NX-7000,,Laser,Wireless,1200,Both,Blue / White
Corsair DARK CORE RGB SE,,Optical,Wireless,16000,Right,Black
Razer Deathadder Elite Overwatch Edition,,Optical,Wired,16000,Right,Black / Orange
RIOTORO URUZ Z5 Classic RGB,,Optical,Wired,4000,Right,Black
Microsoft ELG-00026,74.98,Laser,Bluetooth Wireless,1000,Both,Pink
Evoluent VMDMW VerticalMouse D Medium,111.96,Laser,Wireless,1600,Right,Black
AOC AGM700,25.49,Optical,Wired,16000,Right,Black / Silver
Endgame Gear XM1 RGB,69.98,Optical,Wired,16000,Right,Transparent / Black
Pulsar Xlite V2,79.95,Optical,Wireless,20000,Right,Blue
ADATA XPG ALPHA,43.98,Optical,"Wired, Wireless, Bluetooth Wireless",16000,Right,Black
Logitech M650 L,,Optical,"Wireless, Bluetooth Wireless",4000,Right,Pink
Logitech M650,,Optical,"Wireless, Bluetooth Wireless",4000,Right,Black
Logitech 910-000806,,Trackball,Wired,,Both,Gray
Adesso GP-160UB,49.98,Touchpad,Wired,,Both,Black
Microsoft 4YH-00006,19.98,Optical,Wired,800,Both,White
Logitech Wireless Mouse M525,24.99,Optical,Wireless,,Both,Blue / Black
Microsoft L2 Comfort Mouse 4500,13.99,Optical,Wired,,Both,Silver / Black
Kensington 72327,,Trackball,Wired,,Both,Black / Red
Kensington Pro Fit Mid-Size Mouse,27.7,Optical,Wireless,,Right,Blue / Black
Kensington SureTrack,,Optical,Bluetooth Wireless,,Both,Black
ROCCAT Kone Pure,,Laser,Wired,8200,Right,Black / Orange
Razer Ouroboros,,Laser,Wireless,8200,Both,Black
Mionix NAOS 7000,,Optical,Wired,7000,Right,Black / Blue
Adesso iMouse E1,27.99,Optical,Wired,1600,Right,Black / Blue
Microsoft U7Z-00041,20.99,Laser,Wireless,,Both,Purple
Cherry JW-T0100,38.99,Laser,Wireless,1750,Both,Black
Kensington Pro Fit,20,Laser,Wireless,1000,Both,Black
Rosewill RM-D2U,,Optical,Wired,2000,Both,Black
Turtle Beach Grip 300,,Optical,Wired,1750,Right,Black / Red
ROCCAT NYTH,,Laser,Wired,12000,Right,Black / Blue
Verbatim 98590,17.3,Optical,Bluetooth Wireless,1600,Both,Black
A4Tech Bloody TL8 Terminator,,Laser,Wired,8200,Right,Black / Silver
Kensington K74531WW,9.99,Optical,Wired,,Both,White
MSI INTERCEPTOR DS200,,Laser,Wired,16400,Right,Black / Red
SteelSeries Rival 100,,Optical,Wired,4000,Right,White
SHARKOON SHARK Force,,Optical,Wired,1600,Right,White
TeckNet Raptor Pro,,Optical,Wired,4000,Right,Black / Blue
SteelSeries Rival 700,,Optical,Wired,16000,Right,Black
Ducky Secret RGB,,Optical,Wired,5000,Right,Black
Logitech G102 Prodigy,,Optical,Wired,6000,Right,Black
Logitech G703 (White),,Optical,Wireless,12000,Right,White
ROCCAT Kone AIMO,,Optical,Wired,12000,Right,White
Razer Mamba Hyperflux & Firefly Hyperflux Bundle,,Optical,Wireless,16000,Right,Black
Kensington K72359WW,85.99,Optical,Wireless,,Both,Black / Red
Adesso iMouse S60B,19.53,Optical,Wireless,1600,Right,Black / Silver
Logitech M325,19.99,Optical,Wireless,1000,Both,Silver / Black
Logitech M325c Himalayan Fern,15.2,Optical,Wireless,1000,Both,Silver / Black
Verbatim 99780 Silent Wireless Blue Led,15.27,Optical,Wireless,,Both,Red / Black
Redragon MIRAGE,,Optical,Wireless,4800,Right,Red / Black
Verbatim 70235,8.99,Optical,Wired,,Both,Purple / Black
Logitech PEBBLE M350 Blue,44.9,Optical,Wireless,1000,Both,Blue
SPC Gear LIX,,Optical,Wired,8000,Right,Black
Endgame Gear XM1 RGB,,Optical,Wired,16000,Right,Black
Razer Mamba Gears of War 5,,Optical,"Wired, Wireless",16000,Right,Gray / Black
Pulsar X2 Mini,,Optical,"Wired, Wireless",26000,Right,Black
Logitech G Pro X Superlight,,Optical,"Wired, Wireless",25600,Right,Yellow / Black
Macally DYNAMOUSE,19.99,Optical,Wired,1600,Both,Black / Silver
Kensington SlimBlade,94.99,Trackball,Wired,,,Black
Logitech M325,17.99,Optical,Wireless,1000,Both,Silver
Microsoft Mobile Mouse 6000,307.21,Laser,Wireless,,,Purple
Kensington 64325,79.15,Trackball,Wired,,Both,Black
Logitech M325,23.98,Optical,Wireless,,Both,Red
Logitech Wireless Mouse M525,45.98,Optical,Wireless,,Both,Black / Gray
Targus W571,17.98,Optical,Bluetooth Wireless,1600,Both,Black
Microsoft RJN-00001,19.99,Optical,Bluetooth Wireless,,Both,Black
Logitech ‎MX Master 3 for Mac,,Optical,"Wireless, Bluetooth Wireless",4000,Right,Black / Gray
Logitech M590,,Optical,"Wireless, Bluetooth Wireless",1000,Right,Black
Logitech M310,12.99,Laser,Wireless,,Both,Red
Microsoft Arc Touch Mouse,,Optical,Wireless,,Both,Black
Cherry M5450,25.98,Optical,Wired,800,,Black
Kensington 64327,38.1,Trackball,Wired,,Both,Silver / Black
Logitech M325 Spontaneous Pink,49.59,Optical,Wireless,1000,Both,Pink
Gigabyte AORUS M3,,Optical,Wired,6400,Right,Black
Microsoft Sculpt Ergonomic,79.98,Laser,Wireless,,Right,Black / Blue
IOGEAR Kaliber Gaming FOKUS II Pro,52.28,Optical,Wired,12000,Both,Black / Green
Mad Catz The Authentic R.A.T. 1+,28.96,Optical,Wired,2000,Both,Black
Adesso iMouse E90,37.69,Optical,Wireless,1600,Left,Black
Fellowes Penguin Medium,,Laser,Wired,1200,Both,Black / Silver
Lenovo 4Y50V81591,23.12,Optical,Wireless,2400,Right,Silver / Black
Kensington Pro Fit,36.08,Laser,Wireless,1600,Right,Black
ROCCAT Burst Core,26.67,Optical,Wired,8500,Right,Black
Xtrfy M42 RGB,79.98,Optical,"Wired, Wireless",16000,Right,Black
Logitech M650 L LEFT,,Optical,"Wireless, Bluetooth Wireless",4000,Left,Black
Logitech G9x,,Laser,Wired,5700,Right,Black
Logitech G700,,Laser,Wireless,5700,Right,Black
Razer Naga Epic,,Laser,Wireless,5600,,Black
Razer Imperator 2012,,Laser,Wired,6400,Right,Black
Thermaltake MO-BLE001DT,,Laser,Wired,6500,Both,Black
Microsoft 4YH-00002,26.17,Optical,Wired,,,White
Logitech M305,99.95,Optical,Wireless,1000,Both,Black / Gold
Microsoft P58-00001,,Optical,Wired,,Both,White
Microsoft Mobile Mouse 3500,,Optical,Wireless,,Both,Black / Red
Kensington K72369US,21.72,Optical,Wired,,,Black
Razer DeathAdder,,Optical,Wired,3500,Right,Black
HP EY703AA,11.99,Optical,Wired,400,,Black
3M EM550GPS,91.13,Optical,Wireless,,Right,Black
Verbatim 97256,7.99,Optical,Wired,,,Black
Logitech MX518,,Optical,Wired,1800,Right,Black / Silver
Rude Gamewear Fierce,29.99,Laser,Wired,5000,Both,Black
Logitech Wireless Mouse M525,80,Optical,Wireless,,Both,Green / Black
Dell 468-7409 Mouse,,Optical,Wired,,Both,Black
Cooler Master CM Storm Sentinel Advance II,,Laser,Wired,8200,Right,Gray
Ergoguys EMO11-BL,36.9,Optical,Wired,1000,Right,Black
SteelSeries Sensei Pro MLG Edition,,Laser,Wired,8200,Both,Gray / Black
A4Tech G9-110H-2,30.66,Optical,Wireless,,Both,White / Silver
A4Tech D-120,12.22,Optical,Wired,1000,Both,Black / Silver
Logitech 910-002727,14.98,Optical,Wireless,1000,Both,Red / White
Corsair Vengeance M95,,Laser,Wired,8200,Right,Black
Mad Catz MMO7,,Laser,Wired,6400,Right,Black / Red
Mad Catz R.A.T. 9,,Laser,Wireless,6400,Right,White
Mad Catz R.A.T. 7,,Laser,Wired,6400,Right,Black
Gigabyte GM-M6980X,,Laser,Wired,5600,Right,Black
Verbatim Wireless Multi-Trac Blue LED Optical Mouse,14.97,Optical,Wireless,,Right,Black
Adesso IMOUSE M300W,20.99,Optical,Wired,1000,Both,White
Razer Naga Molten,,Laser,Wired,5600,Right,Black / Red
Logitech G100s,,Optical,Wired,2500,Both,Black
SteelSeries World of Warcraft Wireless MMO Gaming Mouse,,Optical,Wireless,8200,Right,Black / Gray
Razer Naga 2014 Left-Handed Edition,,Laser,Wired,8200,Left,Black
Perixx MX-2000,,Laser,Wired,5040,Right,Black / Silver
Lenovo K5923,,Touchpad,Wireless,,Both,Black
Cobra Mazer Type-L,,Optical,Wired,3500,Right,Black
Logitech M310,12.99,Laser,Wireless,,Both,Black / Blue
Logitech M500,,Laser,Wired,1000,Right,Black / Silver
Logisys MS609SL,,Optical,Wired,800,Both,Silver
ROCCAT TYON,,Laser,Wired,8200,Right,White
ROCCAT KONE XTD,,Optical,Wired,6400,Right,Black
Kensington Pro Fit Mid-Size Mouse,37.24,Laser,Wireless,,Right,Black / Gray
Corsair SCIMITAR RGB,,Optical,Wired,12000,Right,Black
Corsair KATAR,,Optical,Wired,8000,Both,Black / Red
A4Tech TL80,54,Laser,Wired,8200,Both,Black / Red
Kensington K74532WW,22.92,Optical,Wireless,,Both,White
SteelSeries Rival 100,,Optical,Wired,4000,Right,Black / Purple
Aorus THUNDER M7,,Laser,Wired,8200,Right,Black
SteelSeries Rival 300,,Optical,Wired,6500,Right,Black
Mad Catz R.A.T. PRO S,,Optical,Wired,5000,Right,Black / Green
Zalman ZM-M600R,,Optical,Wired,4000,Both,Black
Zowie ZA12,,Optical,Wired,3200,Both,Black
Asus Cerberus,,Optical,Wired,2500,Both,Black / Red
Corsair SCIMITAR PRO RGB,,Optical,Wired,16000,Right,Black / Yellow
Redragon M702 Phoenix,,Optical,Wired,,Right,Black / Red
Alienware AW958,,Optical,Wired,12000,Right,Black / Silver
Asus ROG Pugio,,Optical,Wired,7200,Both,Black
Swiftpoint Z Gaming,,Optical,Wired,12000,Right,Black
Cougar Minos X2,,Optical,Wired,3000,Right,Black
Razer D.Va Abyssus Elite,,Optical,Wired,7200,Both,Blue / Pink
MSI Clutch GM60,,Optical,Wired,10800,Right,Black
SHARKOON Drakonia Black,,Laser,Wired,8200,Right,Black
HIRALIY HR-F300,,Optical,Wired,5000,Right,Black
Adesso iMouse S60L,14.99,Optical,Wireless,1600,Right,Blue / Black
Zowie S1,,Optical,Wired,3200,Right,Black
Zowie S2,,Optical,Wired,3200,Right,Black
Logitech G703,,Optical,Wireless,12000,Right,Black
Mad Catz The Authentic R.A.T 4+,,Optical,Wired,7200,Right,Black
Mad Catz The Authentic R.A.T. 2+,30.99,Optical,Wired,5000,Both,Black
Adesso iMouse E10,39.99,Optical,Wireless,1600,Right,Black
Adesso iMouse E9,34.61,Optical,Wireless,2400,Left,Black
Adesso iMouse M20B,16.98,Optical,Wireless,1600,Right,Black
Adesso iMouse S70G,,Optical,Wireless,1000,Both,Green / Black
Adesso iMouse V10,23.99,Optical,Wireless,1600,Right,Black
Adesso iMouse S50,18.77,Optical,Wireless,1200,Both,Black
Adesso iMouse S80R,15.06,Optical,Wireless,1600,Right,Red / Black
Microsoft Surface Precision,,Optical,Bluetooth Wireless,,Right,Gray
Trust GXT 155,,Optical,Wired,4000,Right,Black / Blue
Trust GXT 138 X-Ray,54.85,Optical,Wired,4000,Right,Black
Trust GXT 117 Strike,,Optical,Wireless,1400,Both,Black
Verbatim Verbatim 99777 Silent Wireless Blue Led,13.99,Laser,Wireless,,Both,Black
Verbatim 99769 Silent Wireless Blue Led,16.05,Optical,Wireless,,Both,Black
Verbatim 98619 Go Mini Travel Commuter,9.94,Optical,Wired,,Both,Red
HP OMEN 600,78,Optical,Wired,12000,Right,Black / Red
Aula SI-9008,19.98,Optical,Wired,3500,Right,Black
Evoluent VMDS,96,Optical,Wired,,Right,Black / Silver
G-Wolves HT-M 3360 White/Blue,,Optical,Wired,12000,Right,White / Blue
Microsoft RJN-00037,24.95,Optical,Bluetooth Wireless,,Both,Pink
Verbatim 70242,19.98,Laser,Wireless,1600,Right,Silver / Black
Verbatim 70244,18.34,Laser,Wireless,1600,Right,Blue / Black
Adesso iMouse M6-TAA,11.07,Optical,Wired,1000,Both,Black
Endgame Gear XM1,,Optical,Wired,16000,Right,Black
Cooler Master MM720 Matte,30.97,Optical,Wired,16000,Right,White
Asus ROG GLADIUS II ORIGIN PNK LTD,,Optical,Wired,12000,Right,Pink / White
Endgame Gear XM1 RGB,49,Optical,Wired,16000,Right,Translucent Black / Black
Tempest MS-200 Ninja,,Optical,Wired,2400,Right,Black
Logitech G305 LIGHTSPEED,,Optical,Wireless,12000,Right,Purple
GAMDIAS ZEUS E1,,Optical,Wired,3200,Right,Black
UtechSmart Venus Pro RGB,,Optical,Wireless,16000,Right,Black
Razer Orochi V2 Strike,74.98,Optical,Wireless,18000,Right,Black / Gray
Xtrfy M4 RGB,69,Optical,Wired,16000,Right,Red / Black
Xtrfy M4 RGB,90.34,Optical,Wired,16000,Right,White / Red
Xtrfy M4 RGB,49,Optical,Wired,16000,Right,White
Xtrfy M42 RGB,,Optical,"Wired, Wireless",16000,Right,Black
Xtrfy M42 RGB,85.97,Optical,,16000,Right,White / Red
Pulsar X2,,Optical,"Wired, Wireless",26000,Right,White
Keychron M3,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,,White
Logitech M650 L LEFT,,Optical,"Wireless, Bluetooth Wireless",4000,Left,White / Gray
Logitech M325,21.49,Optical,Wireless,,Both,Blue
ninjutso Origin One X,107,Optical,"Wired, Wireless",3200,Right,White / Black
Kensington 72213,14.95,Optical,Wired,,Both,Silver
Verbatim Easy Riser,12.99,Laser,Wireless,,Both,Silver
Logitech M310,41.88,Laser,Wireless,,Both,Black
Epic Gear EGMA1H-OB,117.02,Laser,Wired,6000,Right,Black
Kensington K72421AM,33.4,Optical,Wireless,,Right,Blue
Wintec FileMate Imagine M2810,15.99,Optical,Wired,1000,Right,Black / White
Logitech 910-004021,14.95,Laser,Wireless,,Both,Black
Thermaltake SAPHIRA Team DK Edition,19.98,Optical,Wired,3500,Right,White / Red
Kensington K72356US,17.98,Optical,Wired,,Both,Black
Logitech M535,56.99,Optical,Bluetooth Wireless,,Both,Blue
Genius NX-7000,,Laser,Wireless,1200,Both,Black / White
A4Tech ZL50,44,Laser,Wired,,Right,Black / Red
SteelSeries Rival 100,29.99,Optical,Wired,4000,Right,Red
Microsoft 4FD-00026,,Laser,Wired,,Right,Black
Mionix Avior Ice Cream,,Optical,Wired,5000,Both,Blue
Corsair GLAIVE RGB PRO,,Optical,Wired,18000,Right,Black
Logitech M325c Bae-Bee-Blue,18.98,Optical,Wireless,1000,Both,Blue / White
Evoluent VMCRWG Vertical Mouse C,105.98,Optical,Wireless,2600,Right,Gold / Black
V7 MW600-1N,,Optical,Wireless,1600,Right,Black
HP Pavilion 300,48,Optical,Wired,5000,Both,Black / Green
Microsoft ELG-00027,73.98,Optical,Bluetooth Wireless,1000,Both,Pink
Microsoft RJN-00025,25.95,Optical,Bluetooth Wireless,,Both,Green
GAMDIAS ZEUS P1,161,Optical,Wired,12000,Right,Black
Logitech MX Anywhere 3 for Business,70,Laser,"Wireless, Bluetooth Wireless",4000,Right,White / Gray
Apple MB112LL/B,,Optical,Wired,,,White
Gigabyte GM-M8600,,Laser,Wireless,5600,,Black
Razer Mamba 2012 Elite,,Laser,Wireless,6400,Right,Black
Logitech LS1,,Laser,Wired,,Both,Black
Logitech Performance,,Laser,Wireless,,Right,Black
Gigabyte GM-M7700,,Laser,Wireless,1600,Right,White
Lenovo 41U3074,,Laser,Wired,2000,Both,Black
Logitech M305,99.99,Optical,Wireless,1000,Both,Black / Red
Gigabyte GM-M6900,,Optical,Wired,3200,Right,Black
Logitech B120,,Optical,Wired,800,,Black
Razer Abyssus Mirror Special Edition,,Optical,Wired,3500,,Black
Razer Dragon Age II DeathAdder,,Optical,Wired,3500,Right,Black
Microsoft Mobile Mouse 3500,29.95,Optical,Wireless,,Both,Gray
Kensington Pro Fit,19.99,Optical,Wired,,,Black
Microsoft Wireless Mobile Mouse 4000 for Business,,Optical,Wireless,1000,Right,Black
Microsoft 2EF-00002,,Optical,Wireless,1000,,Black
Microsoft D5D-00001,17.48,Optical,Wireless,,Both,Black / Gray
Logitech M110,,Optical,Wired,,Both,White
Microsoft Arc,79.98,Laser,Wireless,,Both,Black
Microsoft Comfort Mouse 4500 for Business,,Optical,Wired,1000,Both,Black
Gigabyte GM-M7800S,,Laser,Wireless,1600,Both,Brown
Microsoft GMF-00030,29.99,Optical,Wireless,,Both,Black
