name,price,size,color,rpm,airflow,noise_level,pwm
APNX FP1,25.23,140,White,"500,1300",86.9,"15.9,32.9",true
Iceberg Thermal IceGALE 3-Pack,11.99,120,Teal,"500,1850",76,"0,35",true
Corsair RS140 MAX,39.99,140,Black,1600,"27.5,104",31,true
Corsair iCUE SP120 RGB Pro 3-Pack,,120,Black,1400,52,26,false
Lian Li UNI FAN SL V2 120 5-Pack,,120,White,"250,2000",64.5,29.2,true
ID-COOLING TF-12025-PRO,,120,,"500,1800",82.5,35.2,true
GAMDIAS AEOLUS M3-1204R 4-Pack,49.99,120,Black,"800,2000",69.01,,true
Scythe Wonder Tornado Slim,12.99,120,Black,"400,2000","6.8,34.31","3.12,26.36",true
upHere 12WT3-3-UK 3-Pack,,120,White,1200,38,19,false
Thermaltake CT120 EX ARGB Sync 3-Pack,59.99,120,Green,"500,2000",68,28.5,true
Montech METAL 120 PWM,11.49,120,Black,"800,1950",69,26,true
Noctua A14 ULN,32.4,140,Brown,"650,800",,"9.1,11.9",false
Corsair AF120 SLIM,,120,Black,"600,2000","13.4,56.3","5,25.6",true
Phanteks PH-F120SK,17.98,120,Black,"500,1500",50,27,true
Geometric Future Squama 3805 3-Pack,59.9,120,Black,"700,2500",115,40,true
Phanteks PH-F120SK,19.98,120,Black / White,"500,1500",50,27,true
Fractal Design Aspect 12,,120,White,1200,32,18.3,false
Scythe Kaze Flex 120,13.95,120,Black,"300,1500","16.6,66.47","4,29.75",true
Corsair iCUE AF140 RGB ELITE 2-Pack,,140,White,"500,1700","19.5,89","5,33.8",true
Phanteks M25-120 PWM D-RGB 3-Pack,,120,White,"500,2000",84.26,35.7,true
ARCTIC BioniX P120,14.98,120,Red / Black,"200,2100",67.56,,true
Corsair iCUE AF120 RGB SLIM 2-Pack,,120,White,"600,2000","13.4,56.3",27.5,true
Lian Li UNI FAN AL120 3-Pack,,120,White,"800,1900",64.5,"17,28.3",true
be quiet! Light Wings 3-Pack,69.9,140,White,1500,56,23.3,true
Iceberg Thermal IceGALE 2-Pack,14.99,140,Black,"500,1600",96,"0,36",true
ARCTIC S12038-4K,14.99,120,Black,"600,4000",106,,true
MSI MPG F120 ARGB-2W 2-Pack,39.99,120,White,"600,1200",50.79,25.7,true
be quiet! Light Wings LX 3-Pack,82.85,140,White,1800,75.5,30.5,true
Valkyrie X12F,50.8,120,Black,"800,2150",80,29,true
Yeston SAKURA 6-Pack,54.9,120,Blue / White,"800,1800",79,35.4,true
Razer Kunai Chroma 3-Pack,149.96,140,Black,"500,1600","34.48,81","15,30",true
Thermalright TL-C12C-X28-S,,120,Black,1550,73.3,25.4,true
Corsair RS140,19.98,140,White,"330,1700","14.6,95.5","10,36",true
Thermaltake Riing,14.99,120,Black / White,"1000,1500",40.6,"18.7,24.6",false
NZXT AER RGB 2,42.98,140,White,"500,1500","17.48,52.44","22,33",true
Thermalright TL-H120-15W-S,8.9,120,White,1900,56.36,28.4,true
Geometric Future Squama 2505 3-Pack,29.9,120,Black,2000,91.3,35.06,true
Thermaltake Riing Quad 12 RGB Radiator TT Premium Edition 3-Pack,82.79,120,Black,"500,1500",40.9,25,true
NZXT F140P (2024),20.14,140,White,"500,1700",93.2,30,true
Cooler Master MOBIUS 120P ARGB,,120,White,,75.2,30,true
NZXT F120P (2022),,120,Black,"500,1800","21.67,78.02","17.9,30.6",true
Corsair iCUE ML RGB ELITE Premium 2-Pack,42.95,140,White,"400,1600","15,82.9","10,31.8",true
be quiet! Light Wings LX,22.9,120,Black,1600,51.5,25.5,true
Thermalright TL-H12-X28,,120,White,2150,80.45,29.4,true
Vetroo ARGB120,8.99,120,Black,1300,48.1,,true
Thermaltake CT140 EX ARGB Sync 3-Pack,69.98,140,Pink,"500,1800",90.3,30.7,true
darkFlash CF8 Pro 3-Pack,,120,Transparent,,,,false
Cooler Master SickleFlow,13.98,80,Black,,,,true
KOLINK UMBRA VOID PRO,,120,Black,"800,1800",57.2,"19.4,30",true
Antec Prizm 2-Pack,35.99,140,Black,1700,65.03,32,true
Cooler Master SickleFlow,,120,Black,"650,1800",62,"8,27",true
Thermaltake Pure,16.48,120,Black,,40.99,19.5,false
NZXT Air Flow,8.99,120,Clear,1200,59.1,26.8,false
be quiet! Silent Wings 4,26.9,140,White,1100,51.3,13.6,true
ADATA XPG HURRICANE,35,120,Black / White,"600,2000",61.5,18.17,true
Thermaltake CT120 EX Reverse ARGB Sync 3-Pack,64.98,120,Blue,"500,2000",65.82,31.2,true
NoiseBlocker NB-ELOOP X ARGB,26.95,120,Black,,"0,58.09","0,21.2",true
Fractal Design Prisma AL 3-Pack,64.23,120,White / Black,"500,2000","20.68,85.71","14.8,32.7",true
be quiet! Shadow Wings 2,16.89,120,Black,1100,38.5,15.7,false
Fractal Design Aspect 12 RGB 3-Pack,51.66,120,Black,1200,32,18.3,false
Lian Li ST120 3-Pack,,120,White,"800,1900",69.17,32,true
Alphacool Apex Stealth Metal,20.5,120,Gold / Black,"400,2000",47,24.6,true
Thermaltake CT120 EX ARGB Sync 3-Pack,59.99,120,Blue,"500,2000",68,28.5,true
Thermaltake CT120 Reverse ARGB Sync 2-Pack,,120,White,"500,2000",65.82,31.2,true
ARCTIC P14,,140,White,"200,1700",72.8,22.5,true
NZXT F120Q (2022),24.98,120,White,"500,1200","27.77,64","16.7,22.5",true
ID-COOLING AF-127-ARGB-K,,120,Black,"500,2000",78,29.9,true
Corsair ML140 2-Pack,,140,White / Black,"400,2000","20,97","16,37",true
EK Vardar EVO 120ER,33.99,120,Black / White,"500,2200",,33.5,true
ID-COOLING AF-127-ARGB-W,,120,White,"500,2000",78,29.9,true
ID-COOLING AF-125,,120,Black,"500,2000",78.25,29.85,true
be quiet! Light Wings LX 3-Pack,82.97,140,White,1200,56,22.9,true
Thermalright TL-H12015,10.59,120,White,1900,56.36,28.4,true
Super Flower MEGACOOL 3-Pack,82.99,140,Black / Purple,"1800,2700","110.33,175.03","39.24,50.59",true
Vetroo ARGB120,8.99,120,Pink,1300,48.1,,true
Corsair iCUE SP140 RGB Elite 2-Pack,121.06,140,White,1200,"23.07,68.11","18,26.8",true
Noctua R8 redux-1800,13.95,80,Black / Gray,1800,31.37,17.1,false
Apevia APEVIA CO312L-WH Cosmos 120mm White LED Ultra Silent Case Fan w/ 16 LEDs & Anti-Vibration Rubber Pads (3 Pack) 3-Pack,16.98,120,,1350,"57.67,56.67",24.7,false
Thermaltake SWAFAN EX14 RGB 3-Pack,106.77,140,Black,"500,2000","79.3,81.6","34.5,38.8",false
Thermaltake CT140 2-Pack,34.98,140,White,"500,1500",77.37,,true
Lian Li Uni Fan SL,,140,White,"500,1500",70.5,30,true
Geometric Future Squama 2503,19.89,140,Black,"800,2400",91.15,34,true
Corsair AF140 ELITE,,140,Black,"400,1600","15.3,84.5",31,true
Corsair iCUE ML120 RGB ELITE Premium 3-Pack,,120,White / Gray,"450,2000","14.86,58.1","10,30.4",true
In Win CROWN AC140 2-Pack,55,140,Black / Clear,"500,1500",69.03,"18.1,32.5",true
Thermalright TL-B14,11.06,140,White,1500,82.5,27.6,true
Alphacool Apex Stealth Metal,20.5,120,Silver / Black,"400,2000",47,24.6,true
Corsair AF120 Quiet,59.88,120,Black,1100,39.88,21,false
Yeston SAKURA 3-Pack,29.9,120,Blue / White,"800,1800",79,35.4,true
Corsair iCUE SP140 RGB ELITE,,140,Black / White,"450,1200",,,true
NoiseBlocker NB-ELOOP X ARGB,36.83,120,White,,"0,58.09","0,21.2",true
Phanteks M25-140 PWM,,140,Black,"500,1800",104.62,36.57,true
Antec Tranquil,,140,Black,"450,1500","21.13,85.96","18.6,27.5",true
Noctua P14r redux-1500 PWM,17.95,140,Black / Gray,"450,1500",78.69,25.8,true
Noctua A4x10,15.95,40,Brown,"3700,4500","3.88,4.83","12.9,17.89",false
Thermalright TL-B6W,7.59,60,White,3200,16.17,20.17,true
Iceberg Thermal IceGALE ARGB 3-Pack,27.99,120,Black / Teal,"500,2200",94,"0,38",true
EK Loop Fan FPT 140 D-RGB,39.99,140,Black,"600,2200",118.01,44.56,true
Yeston SAKURA,20.9,120,Blue / White,"800,1800",79,35.4,true
Fractal Design Prisma AL,25.14,120,White / Black,"500,2000","20.68,85.71","14.8,32.7",true
Fractal Design Dynamic X2 GP,,120,Black,"500,2000",87.6,32.2,true
Noctua A8 FLX,17.95,80,Brown,"1200,2000","17,29.67","7.9,16.1",false
Fractal Design Prisma AL 3-Pack,,140,Black / White,"500,1700","31.67,103.85","15.1,34.1",true
Alphacool Apex Stealth Metal,22.5,120,Black,"400,3000",70.98,40.1,true
ENDORFY Stratus,,120,Black,"200,1400",,,true
Vetroo SA-140 3-Pack,34.99,140,Pink,1200,69.29,33.5,true
Fractal Design Silent LL,,120,Black,1200,41.8,24.8,false
be quiet! Silent Wings 4,46.87,140,Black,1100,51.3,13.6,false
Phanteks M25-120 PWM 3-Pack,,120,Black,"500,2000",84.26,35.7,true
upHere NT1207 5-Pack,,120,White,"600,1800","29.37,86.34",,true
APNX FP2,,120,White / Black,"500,1800",83.87,"15.3,34.8",true
In Win Neptune AN120 3-Pack,24.6,120,Black / White,"900,2200","23.87,60.1",20.5,true
Razer Kunai Chroma,58.95,120,Black,"500,2200","17.48,65.5","15,35",true
Thermaltake CT140 Reverse ARGB Sync 2-Pack,,120,Black,"500,2000",65.82,31.2,true
Cooler Master MasterFan MF Halo,27.59,140,Black / White,"650,1500",55,"6,30",true
Fractal Design Venturi HF-14,,140,Black,1200,118.2,26.5,false
Fractal Design Prisma AL,,120,White / Black,1200,50.63,19.5,false
Cooler Master SickleFlow ARGB,,120,Black / White,"650,1800",62,"8,27",true
Silverstone Shark Force,50.74,140,Black,,"0,120","0,38.3",true
Antec NOVA 120 3-Pack,64.98,120,Black,"300,3200","44,95.32","21.5,38.7",true
Noctua A20 FLX,35.95,200,Brown,"550,800","59.33,86.46","10.7,18.1",false
be quiet! Light Wings 3-Pack,64.9,120,White,1700,41.51,20.6,true
Scythe Grand Tornado,19.98,120,Black,"400,3000","12.23,97.82","9.3,36.63",true
upHere T7SYC7 3-Pack,27.99,120,Black,"600,1700",,"16.1,27.7",true
Fractal Design Prisma AL,,140,White / Black,"500,1700","31.67,103.85","15.1,34.1",true
be quiet! Silent Wings 2,,80,Black,2000,26,14.5,false
ID-COOLING AF-125,,120,White,"500,2000",78.25,29.85,true
Deepcool FT14,,140,Black,"500,1650",78.83,25.1,true
Vantec Tornado,79.98,80,Black,5700,84.1,55.2,false
Cooler Master JetFlo,,120,Black,"1200,2000",95,36,true
Nidec Servo Gentle Typhoon,23.95,120,Black / Gray,"900,2150","20,68","15,34",true
Geometric Future Squama 2503R 3-Pack,49.9,140,White,"800,2100",71.8,34,true
Thermaltake TOUGHFAN EX14 Pro 3-Pack,94.98,120,White,"500,2000","102.3,119.6","31.6,34.1",true
Corsair SP140,19.98,140,Black / Red,1440,49.49,29.3,false
Lian Li Uni Fan AL,,120,Black,"800,1900",64.5,"17,28.3",true
APNX FP1,25.23,140,Black,"500,1300",86.9,"15.9,32.9",true
Scythe Kaze Flex II,15.95,120,Black,"300,2000","16.9,90.28","4,36.2",true
Scythe Wonder Snail 120,16.95,120,Black,"300,2400","7.68,77.23","3,29.3",true
Apevia APEVIA CO312L-RD Cosmos 120mm Red LED Ultra Silent Case Fan w/ 16 LEDs & Anti-Vibration Rubber Pads (3 Pack) 3-Pack,16.98,120,,1350,"57.67,56.67",24.7,false
Thermaltake SWAFAN EX14 ARGB 3-Pack,78.95,140,Blue / White,"500,2000","79.3,81.6","34.5,38.8",true
Cougar Vortex,15.99,120,Orange,1200,60.4,17.7,false
Vetroo ARGB120,6.99,120,White,1300,48.1,,true
be quiet! Pure Wings 2,,120,Black,1500,51.4,19.2,false
Fractal Design Dynamic GP-14,,140,Black / White,1000,68.4,18.89,false
Cooler Master MasterFan MF120R 3-Pack,89.96,120,Black,"650,2000",59,31,true
Corsair ML140 Pro,,140,Black,"400,2000","20,97","16,37",true
Deepcool RF M 5-Pack,,120,Black / White,"500,1500",56.5,27,true
ARCTIC F12 PST 3-Pack,,120,Black,"230,1350",53,22.5,true
ID-COOLING AS-140,,120,Black,"300,1800",72.2,24.9,true
be quiet! Pure Wings 2,11.9,80,Black,"750,1900",26.3,18.2,false
Thermaltake Riing Quad 14 RGB Radiator TT Premium Edition 3-Pack,129.99,140,White,"500,1400",60.17,26.1,true
Scythe Wonder Tornado,12.99,120,Black,"350,2000","7.68,60.29","3,26.88",true
Corsair ML140 PRO,34.33,140,Black / White,"400,1200",55.4,20.4,true
be quiet! Silent Wings 3,,140,Black,1600,77.57,28.1,true
Silverstone Shark Force 120,34.99,120,Black,,"0,100","0,41.2",true
Gelid Solutions Stella Frost,,120,White,"500,1600",70,35,true
Corsair AF120,,120,Black,1500,52.19,25.2,false
Deepcool RF 120,,120,Black / White,"500,1500",56.5,"17.8,27",true
Corsair ML120 PRO,,120,Black / White,"400,1600",47.3,25,true
upHere B12CM4 3-Pack,,120,Blue,"600,1800","18.1,50.9","15.9,34.4",true
MSI MAG MAX F12A-3 3-Pack,,120,Black,"600,1500","8,40.1","20,28",true
ID-COOLING NO-8010,,80,,"800,3000",25.4,27.8,true
Geometric Future Squama 2501 3-Pack,19.9,120,White,2000,80.81,34.2,true
Thermaltake CT140 EX Reverse ARGB Sync 3-Pack,60.02,140,Green,"500,1800",94.95,32.8,true
Cooler Master MOBIUS 120,38.15,120,Black,,63.1,22.6,true
Iceberg Thermal IceGALE Silent 3-Pack,13.99,120,Black / Blue,1100,30,12.3,false
Silverstone Air Slimmer,14.68,92,Black,"500,2500","5.38,45.73","11.3,32",true
EK Loop Fan FPT 140 D-RGB,39.99,140,White,"600,2200",118.01,44.56,true
iBuypower GEN 9 Deluxe 3-Pack,39.99,120,Black,"500,1800",,,true
Mars Gaming MF-LINKFINITY,24.07,120,Black,"800,2000",69,,true
Geometric Future Squama 2503 3-Pack,49.9,120,Black,2000,69.11,29,true
ARCTIC P8 PST CO,19.22,80,Black,"200,3000",23.4,,true
Xilence XPF120.R,10.15,120,Red / Black,1300,44.71,22,false
Corsair AF140 Quiet,,140,Black,1200,66.4,25.5,false
Lian Li Uni Fan AL,44.81,120,White,"800,1900",64.5,"17,28.3",true
Thermaltake CT140 EX ARGB Sync 3-Pack,74.98,140,Green,"500,1800",90.3,30.7,true
ARCTIC F8,,80,White / Black,2000,31,,false
Fractal Design Aspect 14,,140,Black,1000,41,19.5,false
ID-COOLING TF-12025-ARGB-TRIO-SNOW 3-Pack,,120,White,"500,1500",68.2,"13.8,30.5",true
Cooler Master R4-S2S-124K-GP 4-Pack,,120,Black,1200,44.73,19.1,false
BitFenix Spectre,,230,White,900,97.8,20,false
Corsair AF120 (2018),,120,Black / White,1400,52,26,false
Corsair ML140 LED ELITE White Premium,,140,White,"400,1600","15,82.9","10,31.8",true
Iceberg Thermal IceGALE Xtra 2-Pack,15.99,140,Teal,"500,2500",169,"0,47",true
Cooler Master MasterFan MF Halo,27.31,120,White,"650,1800",47.2,"6,30",true
Geometric Future Squama 3805,24.9,120,Black,"700,2500",115,40,true
Vetroo SA-140 3-Pack,29.99,140,Black,1200,69.29,33.5,true
Thermaltake Riing Quad 14 RGB Radiator TT Premium Edition 3-Pack,103.99,140,Black,"500,1400",60.17,26.1,true
Cooler Master MasterFan MF200R ARGB,43.99,200,Black / Gray,800,90.3,28,false
Thermaltake TOUGHFAN 12 Pro,25.56,120,Black,"500,2000","49.13,70.8","18.3,22.6",true
Iceberg Thermal IceGALE 3-Pack,12.99,120,Gray,"500,1850",76,"0,35",true
Cooler Master MasterFan MF Prismatic 3-Pack,,120,Black / White,"650,2000",55,"8,27",true
Thermaltake CT140 EX Reverse ARGB Sync 3-Pack,69.98,140,Pink,"500,1800",94.95,32.8,true
Rosewill ROCF-13001,13.99,120,Black,1200,38.2,22,false
Corsair ML Elite,,120,Black,"450,2000","14.86,58.1","10,30.4",true
ID-COOLING DF-12025 3-Pack,,120,Black / White,"900,2000",56.5,"16.2,31.5",true
Phanteks SK140,,140,Black,"500,1500",84.5,36,true
Fractal Design Prisma AL,71.61,180,White,"300,1200","43.1,146.8","14.9,37.4",true
Antec Tranquil,22.22,120,Black,"400,2000","11.05,59.23","18.7,28.6",true
NZXT FN,,200,White,1300,166.2,37.25,false
ARCTIC P14,,140,Black,"200,1700",72.8,22.5,true
PC Cooler HALO FRGB 3-Pack,,120,Black,"1000,2000",72,"8,29.1",true
Tempest TP-FAN120-B,,120,Black,1000,37.8,20.4,false
Corsair iCUE SP140 RGB Elite,,140,White,1200,"23.07,68.11","18,26.8",true
KOLINK UMBRA,,120,Black,1500,35,17.8,true
Xilence XPF120.ARGB,,120,Black,"500,1500",68.2,"18,32.5",true
Mars Gaming MF-LINKFINITY 3-Pack,52.82,120,Black,"800,2000",69,,true
be quiet! Light Wings LX 3-Pack,84.7,140,Black,1200,56,22.9,true
Thermaltake TOUGHFAN EX12 Pro 3-Pack,79.98,120,White,"500,2000","64.21,70.8","22.6,29.8",true
Fractal Design Aspect 14,,140,White,1000,41,19.5,false
Scythe Kaze Flex,13.95,120,Gray / Black,"300,1200","16.6,51.17","4,24.9",true
Thermalright TL-9015,7.69,92,White,2700,42.58,22.4,true
Iceberg Thermal IceGALE ARGB 2-Pack,22.99,140,Black / Teal,"500,1600",96,"0,36",true
Iceberg Thermal IceGALE 2-Pack,13.99,140,Teal,"500,1600",96,"0,36",true
Noctua P12-1300,29.13,120,Brown,"900,1300","37.33,54.36","12.6,19.8",false
Scythe Kaze Flex,23.85,120,Black,800,43.03,14.5,false
ENDORFY Fluctus,15.5,140,Black,"250,1800",,,true
Corsair SP120,,120,Black,2350,62.74,35,true
Antec Fusion 120 ARGB White 5-Pack,,120,White,"600,2000",57.93,"17.02,31.24",true
Thermalright TL-C12 PRO,,120,Black,1850,82,29.6,true
Geometric Future Squama 2503R,,120,Black,1500,57.67,29.87,true
Super Flower MEGACOOL,31.99,120,Black / Purple,"2000,3300","90.04,151.87","35.73,48.39",true
Iceberg Thermal IceGALE 3-Pack,19.98,120,Black,"500,1850",76,"0,35",true
Super Flower MEGACOOL,,140,Black / Purple,"1800,2700","110.33,175.03","39.24,50.59",true
be quiet! Shadow Wings 2,18.89,120,White / Black,900,38.5,15.9,true
Geometric Future Squama 2503R,19.89,140,White,"800,2100",71.8,34,true
be quiet! Silent Wings 4,26.9,120,Black,1600,48.7,18.9,false
Fractal Design Dynamic X2 GP-14,,140,White / Black,1000,68.4,18.9,false
Gigabyte AORUS EZ CHAIN FAN 120,,120,Black,"600,2000",60,"8.2,29",true
Enermax HF120 3-Pack,45.98,120,Black,"500,1600","22.5,72.1","14,27",true
Asus TUF Gaming TR120 ARGB,62.99,120,Black,2000,76.3,29,true
Apevia Twilight 6-Pack,41.99,120,White / Black,1350,57.67,24.7,false
ARCTIC P9 PWM PST CO,9.49,92,Black,"200,3000",38.83,,true
Corsair ML Elite,48.69,120,White,"450,2000","14.86,58.1","10,30.4",true
Thermaltake SWAFAN EX12 ARGB 3-Pack,78.36,120,Blue / White,"500,2000","56.26,57.11","30.6,32.5",true
Apevia C 3-Pack,16.95,120,Black / White,1500,57.67,24.7,false
Cooler Master SickleFlow,34.99,120,Black,"650,1800",62,"8,27",true
ARCTIC BioniX P140,59.24,140,Black / Gray,"200,1950",77.6,,true
Montech HP,19.69,140,Black,"600,1600",95.61,29.2,true
Silverstone Shark Force,35,140,Black,,"0,120","0,38.3",true
Thermalright TL-C12015,,120,Gray,1500,52,24.1,true
Fractal Design Silent R3,,80,Black / White,1600,20.2,18.1,false
Montech AIR FAN P120 2-Pack,,120,Gray / Black,"600,1500",73,"10,27",true
Cooler Master MasterFan SF120M ARGB,,120,Black,"650,2000","35,62","5.5,22",true
ENDORFY Zephyr,,120,Black,1100,,,false
Mars Gaming MF-LINKFINITY 3-Pack,53.98,120,White,"800,2000",69,,true
ID-COOLING NO-12015-XT ARGB,12.99,120,Gray / Black,"500,2000",54.6,"13.8,31.2",true
Corsair iCUE SP140 RGB ELITE 2-Pack,,140,Black / White,"405,1200",,,true
ARCTIC P12 PST,,120,White / Transparent,"200,1800",56.3,,true
Xilence XPF120.R.PWM,45,120,Red / Black,"500,1500",57.9,28,true
Fractal Design Silent R3,,120,Black / White,1200,46.5,20.5,false
Thermaltake Pure ARGB TT Premium Edition 3-Pack,91.82,120,Black,"500,1500",56.45,25.8,true
Cooler Master MasterFan MF Prismatic,50.99,120,Black / White,"650,2000",55,"8,27",true
Geometric Future Squama 2505 3-Pack,49.9,120,Yellow / Black,2000,91.3,35.06,true
Phanteks F140XP,87.49,140,Black / White,"600,1200","40.9,85.19",19,true
Corsair AF120 Quiet 2-Pack,,120,Black,1100,39.88,21,false
Cooler Master R4-SPS-20AK-GP,9.99,80,Black,2000,24.2,20,false
be quiet! Shadow Wings 2,20.05,140,Black,900,49.8,14.7,false
Razer Kunai Chroma,49.95,140,Black,"500,1600","34.48,81","15,30",true
NZXT AER RGB 2 3-Pack,109.98,120,White,"500,1500","17.48,52.44","22,33",true
ARCTIC P PST 3-Pack,,140,Black / Transparent,,68.9,"0,68.9",true
Corsair SP120 High Performance 2-Pack,,120,Black,2350,62.74,35,false
Fractal Design Venturi HF-12,,120,Black,1400,83.4,25.3,false
Aerocool Project 7 RGB 12,,120,,1200,45.8,14.5,false
NZXT AER RGB 2 2-Pack,,120,Black,"500,1500","17.48,52.44","22,33",true
ID-COOLING FL-12025K,,120,Black,1250,45,21,false
Fractal Design Prisma AL,,180,Black,"300,1200","43.1,146.8","14.9,37.4",true
ARCTIC F12 PST 4-Pack,,120,Black,"230,1350",53,22.5,true
NoiseBlocker NB-ELOOP X ARGB,29.95,120,Black,,"0,109.47","0,28.4",true
Thermalright TL-P12,,120,White,1500,52.86,22.1,true
Fractal Design Silent R3,,140,Black / White,1000,56.1,21.6,false
Antec Tranquil 3-Pack,,140,Black,"450,1500","21.13,85.96","18.6,27.5",true
YEYIAN Typhoon 3-Pack,,120,Black,1200,38.5,23,true
In Win Sirius Loop ASL 3-Pack,,120,Black,"500,1800",50,27,true
ID-COOLING NO-12015-XT ARGB SNOW,,120,White,"500,2000",54.6,"13.8,31.2",true
Cooler Master Mobius 120P 3-Pack,107.82,120,Black,,"0,75.2","0,30",true
Scythe Kaze Flex Slim,13.95,92,Black,"300,2500","4.96,41.3","1.8,23.2",true
Fractal Design Aspect 12 RGB,,120,Black,1200,32,18.3,false
ID-COOLING TF-12025-PRO-ARGB REVERSE,,120,,"500,1800",82.5,35.2,true
Corsair iCUE ML RGB ELITE Premium,,140,White,"400,1600","15,82.9","10,31.8",true
Fractal Design Silent R2,,120,White,1200,40.6,15,false
ARCTIC F12,,120,White / Black,1350,53,22.5,true
be quiet! Silent Wings 2,,120,Black,1500,50.5,15.7,false
Cooler Master XtraFlo,,120,Black / Red,"800,2200","34.02,93.74","15,38",true
Corsair HD120,,120,Black / White,"800,1725",54.4,"18,30",true
ARCTIC BioniX F140,,140,Black / White,1800,104,25.3,false
Thermaltake Riing Trio 14 RGB TT Premium Edition 3-Pack,148.26,140,Black,"500,1400",60.68,26.5,true
ARCTIC F14 PST,,140,Black / White,1350,74,,true
Zalman SF120,,120,Silver / Black,"800,1500",54,28,true
NZXT AER RGB 2,,120,White,"500,1500","17.48,52.44","22,33",true
ID-COOLING XF-12025-SD-K,,120,Black,"800,1500",68.2,"13.8,30.5",true
Thermalright TL-C12 D6,,120,Gray,1500,66.17,25.6,true
Thermalright TL-B-S,,120,Black,2150,69,28.1,true
Silverstone Air Nexus 3-Pack,,120,White,"500,1500",60.4,30,true
Geometric Future Squama 2503 3-Pack,49.9,140,White,"800,2400",91.15,34,true
Aerocool Silent Master,15,200,Red,800,76,18,false
be quiet! Pure Wings 3,12.9,140,Black,1200,57.4,21.9,false
Thermaltake TOUGHFAN 14 Pro,34.98,140,Black,"500,2000","87.6,119.6","24.5,31.6",true
Thermaltake Riing,17.84,140,Black / Orange,"1000,1400",51.15,"22.1,28.1",false
Apevia APEVIA CO312L-PK Cosmos 120mm Pink LED Ultra Silent Case Fan w/ 16 LEDs & Anti-Vibration Rubber Pads (3 Pack) 3-Pack,14.99,120,,1350,"57.67,56.67",24.7,false
Fractal Design Prisma AL,,120,White,"500,2000","20.68,85.71",,true
Thermaltake Riing,16.98,120,Black / Blue,"1000,1500",40.6,"18.7,24.6",false
Corsair iCUE QL140,59.99,140,White / Black,"550,1250",50.2,26,true
Phanteks M25-140 PWM 3-Pack,,140,Black,"500,1800",104.62,36.57,true
In Win Neptune DN120 Pro,15,120,Black / Red,"900,2200","24.15,60.56",20.3,true
Vetroo SA-140,9.88,140,Pink,1200,69.29,33.5,true
ARCTIC F14,,140,White / Black,"550,1350",77.3,,true
Thermaltake Riing,120.6,120,Black,"1000,1500",40.6,26.4,true
NZXT Aer RGB 3-Pack,,140,Black,"500,1500","23.9,71.6","22,33",true
Corsair AF140L,,140,Black / Gray,1000,67.43,,false
be quiet! Pure Wings 2,,140,Black,"500,1600",,37.3,true
NZXT AER RGB 2 3-Pack,,120,Black,"500,1500","17.48,52.44","22,33",true
Antec Fusion 120 ARGB 5-Pack,,120,Black,"600,2000",57.93,"17.02,31.24",true
SHARKOON Rebel F50,,120,White,"600,2000",77.65,35,true
Silverstone Air Penetrator,45.35,180,Black,"700,1200","80,130","18,34",false
Iceberg Thermal IceGALE Xtra 3-Pack,24.99,120,Teal,"500,3000",127,"0,44",true
Silverstone VISTA,13.99,120,Black,,"0,66","0,30.6",true
StarTech FAN8025PWM,8.71,80,Black,"800,2500","9.74,25.02","10,28",false
Noctua A9 FLX,18.95,92,Brown,"1050,1600","25.25,38.02","8.4,17.1",false
Corsair AF140 ELITE,,140,White / Gray,"400,1600","15.3,84.5",31,true
Apevia APEVIA CO512L-PK Cosmos 120mm Pink LED Ultra Silent Case Fan w/ 16 LEDs & Anti-Vibration Rubber Pads (5 Pack) 5-Pack,19.98,120,,1350,"57.67,56.67",24.7,false
Scythe Kaze Flex II Slim,16.95,120,Black,"300,1800","8.16,48","2.58,27.8",true
Montech HP 3-Pack,45.99,140,Black,"600,1600",95.61,29.2,true
Thermaltake Pure Duo 2-Pack,40.98,140,White,"500,1500",,33.5,true
EK Loop Fan FPT 120 D-RGB,29.8,120,White,"550,2300",77,36,true
In Win Luna AL120 3-Pack,74.95,120,Black / White,"600,1800",82.96,25,true
Fractal Design Prisma SL,,120,Black / White,1200,50.63,19.5,false
Scythe Wonder Tornado,12.99,120,Black,"350,2500","7.68,75.17","3,35.57",true
Thermaltake CT120 EX Reverse ARGB Sync 3-Pack,59.99,120,Green / Black,"500,2000",65.82,31.2,true
Thermaltake SWAFAN 12 3-Pack,85.99,120,Black,"500,2000","53.02,54.85","30.5,36.5",false
ENDORFY Fluctus,13,120,Black,"250,1800",,,true
NZXT Air Flow,9.99,120,Clear,1200,59.1,26.8,false
ARCTIC F9,,92,White / Black,1800,35,,true
ID-COOLING DF-12025 3-Pack,,120,Black / White,"900,2000",56.5,"16.2,31.5",true
ENDORFY Fluctus,10.5,120,Black,"250,1800",,,true
Cooler Master Mobius 120P 3-Pack,106.1,120,White,,"0,75.2","0,30",true
Thermaltake CT120 EX ARGB Sync 3-Pack,59.99,120,Yellow,"500,2000",68,28.5,true
Montech HP,18.75,140,White,"600,1600",95.61,29.2,true
Corsair ML140 Pro,,140,Black / White,"400,2000","20,97","16,37",true
Deepcool CF 3-Pack,,120,,"500,1500",56.5,"17.8,27",true
Cooler Master MasterFan MF120R,,120,Black,"650,2000",59,31,true
ADATA XPG VENTO,22.6,120,Black / White,1200,45.3,23,false
Corsair iCUE ML RGB ELITE Premium,,140,Black,"400,1600","15,82.9","10,31.8",true
