name,price,style,switches,backlit,tenkeyless,connection_type,color
Adesso AKB-210,,Mini,,,false,Wired,Black
KeyTronic KT800P2M10PK,,Standard,,,false,Wired,Black
Adesso ACK-540PB,80.99,Mini,,,true,Wired,Black
Adesso AKB-520UB,,Slim,,,false,Wired,Black
KeyTronic SCARD-U2,,Standard,,,false,Wired,Black
AZIO KB334B,,Mini,,,true,Bluetooth Wireless,Black
KeyTronic E03601U2M,,Standard,,,false,Wired,Black
AZIO KB503U,,Slim,,,false,Wired,Black
KeyTronic E06101U1,,Standard,,,false,Wired,Beige
Targus AKB04US,,Standard,,,false,Wired,Silver / Black
KeyTronic E06101USBB,,Standard,,,false,Wired,Black
AZIO Levetron,,Gaming,,Blue,false,Wired,Black
KeyTronic TRACKBALL-U2,,Standard,,,false,Wired,Black
AZIO KB336RP,,Slim,,,true,Wireless,Black
KeyTronic E06101P2,,Standard,,,false,Wired,Black
Targus AKB24US,,Standard,,,false,Wireless,Black / Silver
KeyTronic TAG-A-LONG-P2,,Standard,,,false,Wired,Black
KeyTronic TRACKBALL-P1,,Standard,,,false,Wired,Beige
AZIO KB338BP,,Mini,,,true,Bluetooth Wireless,Black
KeyTronic E03600U2,,Standard,,,false,Wired,Black
Targus Corporate Keyboard,,Standard,,,false,Wired,Black
KeyTronic E03601P1,,Standard,,,false,Wired,Beige
Targus AKB14USZ,19.98,Standard,,,false,Wired,Black
KeyTronic E03601P25PK,,Standard,,,false,Wired,Black
Cherry G80-11900LUMEU-0,115.84,Mini,Cherry MX Black,,false,Wired,Gray
KeyTronic E03601P2M,,Standard,,,false,Wired,Black
Cherry G80-8113LRAUS-2,,Standard,,,false,Wired,Black
KeyTronic E03600P2,,Standard,,,false,Wired,Black
Cherry G83-6104LPNEU-2,,Standard,,,false,Wired,Black
Verbatim 97537,,Mini,,,true,Bluetooth Wireless,Black
Cherry G81-8000LPDUS-2,,Standard,Cherry MY,,false,Wired,Black
KeyTronic KT400P4,,Standard,,,false,Wired,Gray
Cherry G81-7000LUVEU-2,,Standard,Cherry MY,,false,Wired,Black
KeyTronic KT400P2,,Standard,,,false,Wired,Black
Cherry G83-6744LUAUS-2,,Standard,,,false,Wired,Black
KeyTronic CLASSIC-P2,,Standard,,,false,Wired,Black
Cherry G81-7000LUVEU-0,,Mini,Cherry MY,,false,Wired,Gray
Verbatim 96668,,Standard,,White,false,Wired,Black
Verbatim 96666,,Slim,,,false,Wireless,Black / Silver
Cherry G80-11900LTMUS-2,,Standard,,,false,Wired,Black
KeyTronic CLASSIC-P1,,Standard,,,false,Wired,Beige
Cherry G84-4100PRAUS,,Slim,Cherry ML,,false,Wired,Black
KeyTronic TAG-A-LONG-U2,,Standard,,,false,Wired,Black
Cherry G84-4420LPBEU-0,170,Standard,Cherry ML,,false,Wired,Gray
Cherry G84-4100PTAUS,,Slim,Cherry ML,,false,Wired,Black
Cherry G80-8113LRDUS-2,,Standard,,,false,Wired,Black
Cherry G86-61410EUADAA,130.86,Standard,,,false,Wired,Black
Cherry G81-8000LUVEU-2,,Standard,,,false,Wired,White
Cherry J82-16001LUNEU-0,,Standard,,,false,Wired,Gray
Cherry G84-5500LPMES-2,,Standard,,,false,Wired,Black
Cherry J82-16001LPNEU-2,,Standard,,,false,Wired,Black
Cherry Compact 1800 Series,,Mini,Cherry MY,,false,Wired,Gray
Cherry G83-6104LANUS-0,,Standard,,,false,Wired,Gray
Cherry Compact 1800 Series,,Mini,Cherry MY,,false,Wired,Black
Cherry G86-71410EUADAA,,Standard,,,false,Wired,Black
Cherry Advanced Performance Line,,Standard,,,false,Wired,Black
Cherry G84-4100PPAUS,,Slim,Cherry ML,,false,Wired,Beige
Cherry G84-4420LUBEU-2,,Standard,,,false,Wired,Black
Cherry G81-1800LPMUS-2,,Mini,Cherry MY,,false,Wired,Black
Cherry G86-62401EUADAA,135.99,Slim,,,false,Wired,Black
Cherry G81-1800LPMUS-0,,Mini,Cherry MY,,false,Wired,Gray
Cherry Ultraslim 4400 Series,207.52,Slim,Cherry ML,,false,Wired,Black
Cherry G84-5500LPMEU-2,,Slim,Cherry ML,,false,Wired,Black
Cherry G81-1841LPMUS-0,,Mini,Cherry MY,,false,Wired,Gray
Cherry G80-11900LPMUS-2,,Mini,Cherry MX Black,,false,Wired,Black
Adesso WKB-4000US,,Mini,,,true,Wireless,Silver / Gray
V7 CK0C1-6N6,,Standard,,,false,Wired,Black
Unitech K2724U-B,,Mini,,,false,Wired,Black
Kensington K72279US,,Mini,,,false,Wireless,Black
Tripp Lite IN3005KB,,Standard,,,false,Wired,Silver / Black
V7 CK0C2-6N6,,Standard,,,false,Wired,Black
Verbatim 97754,,Slim,,,true,Bluetooth Wireless,White
V7 Elite,,Standard,,,false,Wireless,Black
Verbatim 97753,,Slim,,,false,Bluetooth Wireless,Black
Verbatim 97872,,Slim,,,true,Bluetooth Wireless,White
Rosewill RIKB-11002,,Slim,,,false,Wired,Black
Tripp Lite IN3008KB,,Slim,,,false,Wired,Black
Logitech 967674-0120,,Standard,,,false,Wired,Black
Unitech K2714U-B,,Mini,,,false,Wired,Black
Enermax KM001W,,Standard,,,false,Wireless,Black
Microsoft CSD-00001,,Ergonomic,,,false,Wireless,Black
Microsoft BV3-00003,112.21,Standard,,,false,Wireless,Black
Microsoft 7ZJ-00001,,Ergonomic,,,false,Wired,Black
Microsoft ZHA-00001,,Slim,,,false,Wireless,Black
Microsoft XSA-00001,383.77,Ergonomic,,,false,Wireless,Black / Silver
IOGEAR GKM551R,,Slim,,,false,Wireless,Black
Gyration GYM5600LKNA,,Standard,,,false,Wireless,Black
ARCTIC K481,,Mini,,,true,Wireless,Black
Qumax Gemini-P29MT,,Mini,,,false,Wireless,Black
Grandtec KEY-3000,,Slim,,,true,Wireless,Black
Grandtec FLX500U,,Mini,,,false,Wired,Black
Grandtec FLX-2000,,Slim,,,false,Wired,Black
Adesso WKB-3000U,,Standard,,,true,Wireless,Black
Qumax Gemini N2AM,,Slim,,,false,Wired,Silver
Qumax Xarmor U9W,,Standard,Cherry MX Brown,,false,Wireless,Black
Qumax Gemini U26,,Slim,,,false,Wireless,Black
Qumax Xarmor U9,,Standard,Cherry MX Brown,,false,Wired,Black
Qumax Scorpius V6,,Mini,,,false,Wired,Black
Grandtec FLX-7000,,Standard,,,false,Wired,White
Qumax Xarmor U9Plus,,Gaming,Cherry MX Blue,,false,Wired,Black
Grandtec GLW-1000,,Slim,,,false,Wired,White
Ergoguys My-Lil Kids Computer,,Standard,,,false,Wired,Blue
Kensington 64338,,Ergonomic,,,false,Wired,Black
SIIG JK-BT0112-S1,,Mini,,,true,Bluetooth Wireless,Black
Adesso ACK-595,29.99,Mini,,,true,Wired,White
HP FK221AT#ABA,124.99,Mini,,,false,Wired,Black
Qumax Scorpius N1T,,Slim,,,false,Wired,Silver / Black
Cherry G84-5500,134.18,Slim,,,true,Wired,Black
Corsair Vengeance K60,,Gaming,Cherry MX Red,,false,Wired,Black / Gray
SolidTek KBP-3100BU,24.51,Mini,,,false,Wired,Black
Cherry G80-8200LPDUS-0,,Standard,,,false,Wired,Gray
SolidTek KB-7070BP,,Standard,,,false,Wired,Black
Qumax Scorpius U2,,Slim,,,false,Wired,Black
SolidTek KB-7091BU,,Slim,,,false,Wired,Black
SteelSeries 7G,,Standard,Cherry MX Black,,false,Wired,Black
SteelSeries Zboard,,Gaming,,,false,Wired,Black / Silver
SteelSeries Zboard Limited Edition StarCraft II,,Gaming,,,false,Wired,Black
SteelSeries Shift Medal of Honor Edition,,Gaming,,,false,Wired,Black
Cooler Master Storm Trigger,,Gaming,Cherry MX Brown,Red,false,Wired,Black
Belkin Keyboard,,Standard,,,false,Wired,Black
HP VF097AA#ABA,,Standard,,,false,Wired,Black
Cyborg S.T.R.I.K.E. 7,,Gaming,,,false,Wired,Black
Microsoft Mobile 5000,220.82,Ergonomic,,,true,Bluetooth Wireless,Black
Unitech KP3700,,Standard,,,false,Wired,Black / Gray
Syba CL-KBD23024,24.21,Mini,,,true,Bluetooth Wireless,Silver / White
Kensington K39514US,,Mini,,,true,Bluetooth Wireless,Black
Lenovo Keyboard,,Standard,,,false,Wired,Black
Rosewill RK-8200,,Gaming,,Blue,false,Wired,Black
Gateway KR-0350,,Standard,,,false,Wireless,White / Black
Rosewill RK-8100,,Gaming,,,false,Wired,Black
Gateway KR-0401,,Standard,,,false,Wireless,Black / Gray
ARCTIC K381,,Slim,,,false,Wired,Black
SteelSeries PW1CAE1-B3ZBD01,,Gaming,,,false,Wired,Black / White
ARCTIC K381,,Slim,,,false,Wired,White
SolidTek 138 0383,,Standard,,,false,Wired,Black
AZIO Mini Thumb Keyboard w/ Trackball,,Mini,,,true,Wireless,Black
SolidTek 138 0160,,Mini,,,false,Wired,White
HP C4739-60113,,Standard,,,false,Wired,White
Kensington Pro Fit Wireless Comfort Desktop Set,63.54,Standard,,,false,Wireless,Black
Kensington K64338,,Standard,,,false,Wired,Black
SIIG JK-WR0712-S1,,Standard,,,true,Wireless,Black
IBM 40K5372,,Standard,,,false,Wired,Black
Cherry Business G83-6104 Keyboard,,Standard,,,false,Wired,Black
Saitek Eclipse II,,Standard,,Blue,false,Wired,Silver / Black
Logitech Wireless Solar Keyboard K760,199.97,Mini,,,true,Bluetooth Wireless,Silver / Black
A4Tech KLS-5,,Slim,,,true,Wired,Black
Microsoft SideWinder X6,,Standard,,Red / Amber,false,Wired,Black
Cherry INITIAL Corded Multimedia Keyboard,,Standard,,,false,Wired,Black
KeyTronic E03600U1,,Standard,,,false,Wired,Beige
Logitech K360,,Mini,,,false,Wireless,Black
Cherry G84-4400PUBUS-0,,Standard,Cherry ML,,false,Wired,Gray
Cherry J82-16001 Business K-1 Keyboard,,Standard,,,false,Wired,Gray
Gear Head KB1700U,,Mini,,,false,Wired,Black
Logitech K320,,Standard,,,false,Wireless,Black
Microsoft Comfort Desktop 5000 for Business,,Ergonomic,,,false,Wireless,Black
Adesso AKB-410UW,,Mini,,,true,Wired,White
Gigabyte GK-OSMIUM,,Gaming,Cherry MX Red,Blue,false,Wired,Black
Logitech 967362-0403,,Standard,,,false,Wired,Black
Planar ProGlow Backlit Keyboard,,Standard,,White,false,Wired,Black
VisionTek Candyboard Keyboard with Touchpad,,Mini,,White,true,Wireless,Black
I/O Magic I012K03BMB,,Ergonomic,,,false,Bluetooth Wireless,Black
VisionTek Candyboard Keyboard with Touchpad and Built in IR Remote,,Mini,,White,false,Wireless,Black
I/O Magic I012K01BS,,Mini,,,true,Bluetooth Wireless,Black
I/O Magic I012K02BS,,Slim,,,true,Bluetooth Wireless,Black
Cherry G83-6104,,Standard,,,false,Wired,Gray
SolidTek KB-5331B-PF Keyboard,,Mini,,,true,Bluetooth Wireless,Black
Cherry Classic Line G83-6101 PC Keyboard,,Standard,,,false,Wired,Black
A4Tech KL-8MUU,,Slim,,,false,Wired,Gray / Black
Cherry J86-4400 Vandal-Proof Keyboard,,Slim,,,false,Wired,Gray
A4Tech KBS-29,41.98,Ergonomic,,,false,Wired,Black
Cherry J84-2120 Keyboard,,Mini,,White,false,Wired,Black
Targus AKB33,,Mini,,,true,Bluetooth Wireless,Black
Cooler Master Storm QuickFire Rapid,,Gaming,Cherry MX Black,,true,Wired,Gray / Black
Adesso WKB-1000BA,,Mini,,,true,Bluetooth Wireless,Black
SteelSeries 64105SS,,Gaming,,,false,Wired,Black
Cooler Master Storm Quick Fire Pro,,Gaming,Cherry MX Red,Red,false,Wired,Black
Mad Catz CCB43107N0B2/04/1,,Gaming,,,false,Wired,Black / Gray
SteelSeries 64115,,Gaming,,,false,Wired,Black
ViewSonic VPAD-CASE-002,,Mini,,,true,Bluetooth Wireless,Black
Gear Head KB5950TPW,,Ergonomic,,,false,Wireless,Black
Das Keyboard Model S Professional For Mac,,Standard,Cherry MX Blue,,false,Wired,Black
Logitech 920-003706,,Standard,,,false,Wireless,Black
Kensington K64370A,16.99,Standard,,,false,Wired,Black
Logitech 920-003709,,Standard,,,false,Wireless,Black
Thermaltake eSPORTS Meka G-Unit,,Gaming,Cherry MX Black,White,false,Wired,Black
Grandtec Virtually Indestructible Keyboard USB 109-Key,,Standard,,,false,Wired,Black
KeyTronic E03601P2M5PK,,Standard,,,false,Wired,Black
SteelSeries 7G,,Gaming,,,false,Wired,Black
Ergoguys Wireless Keyboard Space Saver Optical Trackball,,Standard,,,false,Wireless,Black / Silver
Logitech Keyboard,,Mini,,,true,Bluetooth Wireless,Black
KeyTronic F-SCAN-KSC01US Keyboard,,Standard,,,false,Wired,Beige
Cooler Master Storm QuickFire Rapid,,Gaming,Cherry MX Red,,true,Wired,Black
KeyTronic E05390U2 Keyboard,,Standard,,,false,Wired,Black
Belkin Compact Keyboard K100,,Standard,,,false,Wired,Black / Silver
Targus AKB13US Keyboard,,Slim,,,false,Wired,Black
Cherry Classic Line G81-1800 PC Keyboard,,Standard,,,false,Wired,Gray
Sony SGP-WKB1 Keyboard,,Mini,,,false,Bluetooth Wireless,Black
SolidTek KB-3920BU Keyboard,,Mini,,,false,Wired,Black
Cherry Classic G83-6105 Keyboard,,Standard,,,false,Wired,Black
Cherry G83-6744 Smart Card Keyboard,,Standard,,,false,Wired,Black
Cherry J842120 Keyboard,,Mini,,White,false,Wired,Blue
Gear Head KB2200B Standard Keyboard,,Standard,,,false,Wired,Black
Buslink KR-6820E-BK,,Slim,,,false,Wired,Black
Cherry G83-6105 Keyboard,,Standard,,,false,Wired,Black
Buslink KR-6401-BK,,Slim,,,false,Wired,Black
Mad Catz CCB44026N0B2/06/1,,Gaming,,,false,Wired,Black
Cherry Advanced Performance Line G83-6744 Smart Board keyboard,,Standard,,,false,Wired,Gray
Buslink RF-6577L-WH,,Standard,,,false,Wireless,White
Cherry G84-4100 Series Ultraslim Keyboard,,Slim,,,false,Wired,Gray
Ergoguys 01027,,Ergonomic,,,false,Wireless,Black / Gray
V7 KC0A1-4N6P Keyboard,,Standard,,,false,Wired,Black
SolidTek KB-3152B-BT,,Mini,,,true,Bluetooth Wireless,Black
"Key Ovation Go! Travel Ergonomic Keyboard USB MAC, PC",,Ergonomic,,,false,Wired,Gray / Black
i-rocks KR-6820E-WH,,Gaming,,,false,Wired,White / Blue
Key Ovation Keyboard,110.99,Ergonomic,,,false,Wired,Black
Gear Head KB4200NPU Keyboard,,Standard,,,false,Wired,Black
Gear Head KB6500BTIP Keyboard,,Mini,,,true,Bluetooth Wireless,Black
V7 CK2A0-4N6P,,Standard,,,false,Wireless,Black
Cherry FingerTIP G83-14501 Keyboard,,Standard,,,false,Wired,Black
V7 CK0A1-4N6P,,Standard,,,false,Wired,Black
V7 CK0A2-4N6P,,Standard,,,false,Wired,Black
SMK-Link GYM1100CKNA,,Mini,,,true,Wireless,Black
Key Ovation Go! Keyboard,,Ergonomic,,,false,Wired,Black
SMK-Link VP6220 Wireless Bluetooth Keyboard,,Slim,,,false,Bluetooth Wireless,Black
SMK-Link VP6366 Keyboard,,Mini,,,true,Wireless,Silver
Logitech 920-003039-1,,Standard,,,true,Wireless,Black
Chester Creek Technologies MB-lc,,Mini,,,false,Wired,Black
KeyTronic E03601U2M5PK,,Standard,,,false,Wired,Black
Raptor Gaming LK1,,Gaming,,,false,Wired,Black / Red
Logitech 920-003475,,Slim,,,false,Wireless,Silver
Chester Creek Technologies VisionBoard2 Yellow,,Standard,,,true,Wired,Black / Yellow
Logitech 920-003474,,Slim,,,false,Wireless,White / Pink
Chester Creek Technologies VisionBoard2,,Standard,,,true,Wired,Black / White
Zotac ZA-MINIKB-BK,,Mini,,,true,Wireless,Black
Logitech 920-003712,,Standard,,,false,Wired,Black
Logitech 920-003693,,Standard,,,false,Wired,Black
Interlink VP6630,,Slim,,,true,Bluetooth Wireless,Black
Toshiba PA3777U-1ETB,,Standard,,,false,Wired,Black
Toshiba PA3959U-1ETB,,Mini,,,true,Bluetooth Wireless,Black
Interlink VP6364,,Mini,,,true,Wireless,Black
Belkin Keyboard,,Standard,,,false,Wireless,Black
Fellowes 98915,,Ergonomic,,,false,Wired,Black
Fellowes 9892901,29.99,Standard,,,false,Wired,Black
AZIO Levetron Clicker,,Standard,ALPS White,,false,Wired,Black
Interlink VP6342,,Mini,,,false,Wireless,Black
Interlink VP6310,,Mini,,,false,Wireless,Black
Interlink VP6220,,Slim,,,false,Bluetooth Wireless,Black
Gear Head KB4200NPU Keyboard,,Standard,,,false,Wired,Black
Genius Slimstar 8000,,Slim,,,false,Wireless,Black
Verbatim 96664,,Standard,,,false,Wired,Black
Mad Catz PK02AU,,Gaming,,,false,Wired,Black / White
Toshiba PA3871U-1ETB,,Standard,,,false,Wireless,Black
Genius 31300711101,,Standard,,,false,Wired,Black
Genius 31330194102,,Standard,,,false,Wired,Black / White
Kensington K64370,,Standard,,,false,Wired,Black
Genius 31300710100,,Standard,,,false,Wired,Black
Cisco XPACC-KBD-G=,,Standard,,,false,Wired,Gray
Lenovo Comfort Curve Keyboard 3000,,Ergonomic,,,false,Wired,Black
Mad Catz ECB43002N002/06/1,,Standard,,,false,Wired,Black
Panasonic Notebook Keyboard,,Standard,,,false,Wired,Black
SolidTek ACK-5010U,,Mini,,,false,Wired,Black
Panasonic CF-VKBL03AM Keyboard,,Standard,,,false,Wired,Gray / Black
Interlink VP6366,,Mini,,,true,Wireless,Silver
Microsoft Sidewinder X4 (UK Layout),,Standard,,,false,Wired,Black
Rosewill RKM-1000RF,,Slim,,,false,Wireless,Black
Cherry eVolution CONTROL XT,,Standard,,,false,Wireless,Silver / Black
SolidTek Keyboard,,Mini,,,false,Wired,Black
Chester Creek Technologies LessonBoard,,Standard,,,false,Wired,Black
SolidTek Keyboard,,Mini,,,false,Wired,Black
Cyborg S.T.R.I.K.E. 7,,Gaming,,,false,Wired,Black
SolidTek Keyboard,,Standard,,,false,Wired,Black
Rosewill RK-9000BRI,,Standard,Cherry MX Brown,,false,Wired,White / Black
SolidTek 138 0245,,Mini,,,false,Wired,Black
V7 Standard USB Keyboard,,Standard,,,false,Wired,Black
Rosewill RK-9100,,Slim,Cherry MX Blue,Blue,false,Wired,Black
Asus U3000 Keyboard,,Mini,,,false,Wired,Black
Rosewill RK-9100BR,,Slim,Cherry MX Brown,Blue,false,Wired,Black
Fellowes 9893301,,Standard,,,false,Wired,Silver / Black
SolidTek 138 0402,,Mini,,,false,Wired,Silver / Black
SIIG JK-WR0812-S1,,Slim,,,false,Wireless,Black
Logitech Wireless Solar Keyboard K750 for Mac,49.99,Slim,,,false,Wireless,Silver / White
SIIG USB Compact Low Profile Multimedia Keyboard,,Slim,,,false,Wired,Black
Cooler Master Storm Trigger,,Gaming,Cherry MX Black,Red,false,Wired,Gray / Black
Evoluent KB4,,Standard,,,false,Wired,Black
Evoluent KB1,,Standard,,,false,Wired,Black / Silver
A4Tech 7300N,,Ergonomic,,,true,Wireless,Gray / Black
Cherry STRAIT Corded Keyboard,,Slim,,,false,Wired,Silver / White
Ducky DK9008G2 PBT,,Standard,Cherry MX Brown,,false,Wired,Black
Ducky DK9008 Shine II (M Edition),,Standard,Cherry MX Brown,White,false,Wired,Black
Ducky Year of the Dragon,,Standard,Cherry MX Brown,Yellow,true,Wired,Black
Ducky DK1087XM,,Standard,ALPS Green,,true,Wired,Black
Ducky Shine II,,Standard,Cherry MX Brown,Red,false,Wired,Black
Ducky DK9008 Shine II (M Edition),,Standard,Cherry MX Blue,White,false,Wired,Black
Ducky Year of the Dragon,,Standard,Cherry MX Blue,Blue,true,Wired,Black
Ducky DK9008 Shine II (M Edition),,Standard,Cherry MX Red,White,false,Wired,Black
Ducky DK9008S,,Standard,Cherry MX Brown,White,false,Wired,Black
Ducky DK9087 Shine II,,Standard,Cherry MX Brown,Blue,true,Wired,Black
Ducky DK9008S-BEALB,,Standard,Cherry MX Brown,Blue,false,Wired,Black
Filco Ninja Majestouch-2,,Standard,Cherry MX Black,,false,Wired,Black
Filco Camo Majestouch-2,,Standard,Cherry MX Brown,,false,Wired,Camo
Filco Majestouch-2,,Standard,Cherry MX Black,,true,Wired,White
Filco Majestouch-2,,Standard,Cherry MX Black,,true,Wired,Camo
Filco Ninja Majestouch-2,,Standard,Cherry MX Red,,false,Wired,White
Filco Majestouch-2,,Standard,Cherry MX Black,,true,Wired,Pink / White
Filco Majestouch-2,,Standard,Cherry MX Black,,false,Wired,Camo
Filco Majestouch-2,,Standard,Cherry MX Red,,false,Wired,Beige
Filco Majestouch-2,,Standard,Cherry MX Blue,,true,Wired,Black
Filco Majestouch-2,,Standard,Cherry MX Brown,,true,Wired,Black
Happy Hacking Professional 2 (Non-Printed),,Standard,Topre 45g,,true,Wired,Gray
Happy Hacking Professional 2 (Non-Printed),,Standard,Topre 45g,,true,Wired,White
Happy Hacking Professional 2 Type S (Non-Printed),,Standard,Topre 45g Silent,,true,Wired,White
Leopold FC200RT/AB,,Standard,Cherry MX Brown,,true,Wired,Black
Leopold FC200RC/AB,,Standard,Cherry MX Blue,,true,Wired,Black
Leopold FC200RL/AB,,Standard,Cherry MX Black,,true,Wired,Black
Leopold FC200RR/AB,,Standard,Cherry MX Red,,true,Wired,Black
Leopold FC200RT/ABN Otaku (Non-Printed),,Standard,Cherry MX Brown,,true,Wired,Black
Leopold FC200RC/ABN Otaku (Non-Printed),,Standard,Cherry MX Blue,,true,Wired,Black
Leopold FC200RR/ABN Otaku (Non-Printed),,Standard,Cherry MX Red,,true,Wired,Black
Leopold FC500RR/AB,,Standard,Cherry MX Red,,false,Wired,Black
Leopold FC500RR/ABN (Non-Printed),,Standard,Cherry MX Red,,false,Wired,Black
Leopold FC500RT/AB,,Standard,Cherry MX Brown,,false,Wired,Black
Leopold FC500RT/ABN Otaku (Non-Printed),,Standard,Cherry MX Brown,,false,Wired,Black
Leopold FC500RC/AB,,Standard,Cherry MX Blue,,false,Wired,Black
Leopold FC500RC/ABN Otaku (Non-Printed),,Standard,Cherry MX Blue,,false,Wired,Black
Leopold FC500RL/AB,,Standard,Cherry MX Black,,false,Wired,Black
Ducky DK9008S2 Shine II,,Standard,Cherry MX Brown,Blue,false,Wired,Black
Ducky DK9087S2 Shine II,,Standard,Cherry MX Black,Purple,true,Wired,Black
Ducky DK9008S-BEALY,,Standard,Cherry MX Brown,Yellow,false,Wired,Black
Ducky DK9087S2 Shine II,,Standard,Cherry MX Red,Green,true,Wired,Black
Ducky DK9008S,,Standard,Cherry MX Black,White,false,Wired,Black
Ducky DK9008G2,,Standard,Cherry MX Brown,,false,Wired,Black
Ducky DK9008S2 Shine II,,Standard,Cherry MX Red,Red,false,Wired,Black
Ducky DK9087S2 Shine II,,Standard,Cherry MX Black,Green,false,Wired,Black
Ducky DK1087-ACLLB,,Standard,Cherry MX Black,,true,Wired,Black
Ducky DK1087-AELLB,,Standard,Cherry MX Black,,true,Wired,Black
Ducky DK1087-BELLB,,Standard,Cherry MX Brown,,true,Wired,Black
Ducky DK1087-CELLB,,Standard,Cherry MX Blue,,true,Wired,Black
Ducky DK1087-KEALB,,Standard,ALPS Black,,true,Wired,Black
Cherry G80-3800 MX Board 2.0,,Standard,Cherry MX Brown,,false,Wired,Black
Cherry G80-3800 MX Board 2.0,,Standard,Cherry MX Black,,false,Wired,Black
Cherry G80-3800 MX Board 2.0,,Standard,Cherry MX Blue,,false,Wired,Black
Cooler Master CM Storm QuickFire Rapid,,Gaming,Cherry MX Green,,true,Wired,Black
Cooler Master CM Storm Trigger,,Gaming,Cherry MX Blue,Red,false,Wired,Black
Cooler Master CM Storm Trigger,,Gaming,Cherry MX Red,Red,false,Wired,Black
Das Keyboard Model S Ultimate,,Standard,Cherry MX Blue,,false,Wired,Black
Das Keyboard Model S Ultimate Silent,,Standard,Cherry MX Brown,,false,Wired,Black
Max Keyboard Nighthawk X7,,Standard,Cherry MX Blue,White,false,Wired,Black
Max Keyboard Nighthawk X8,,Standard,Cherry MX Brown,White,false,Wired,Black
Max Keyboard Nighthawk X9,,Standard,Cherry MX Red,White,false,Wired,Black
Tesoro Durandal G1N,,Standard,Cherry MX Brown,,false,Wired,Black
Cobra E-3LUE CS/CF,,Standard,,Blue,false,Wired,Black
i-rocks KR-6260-BK,,Standard,,,false,Wired,Black
Corsair Vengeance K70,,Gaming,Cherry MX Red,Blue,false,Wired,Silver
Ducky DK1008-KEALB,,Gaming,ALPS Black,,false,Wired,Black
Ducky DK1008-NEALB,,Gaming,ALPS Green,,false,Wired,Black
Ducky DK1008L-RCLLB,,Gaming,Cherry MX Red,,false,Wired,Black
Ducky DK1008L-RELLB,,Gaming,Cherry MX Red,,false,Wired,Black
Ducky DK9000G2-BEPLB,,Gaming,Cherry MX Brown,,false,Wired,Black
Ducky DK9000G2-CEPLB,,Gaming,Cherry MX Blue,,false,Wired,Black
Ducky DK9008G2-AEPLB,,Gaming,Cherry MX Black,,false,Wired,Black
Ducky DK9008G2-BEPTW,,Gaming,Cherry MX Brown,,false,Wired,White
Ducky DK9008G2-CEPLB,,Gaming,Cherry MX Blue,,false,Wired,Black
Ducky DK9008G2-CEPTW,,Gaming,Cherry MX Blue,,false,Wired,White
Ducky DK9008G2-REPLB,,Gaming,Cherry MX Red,,false,Wired,Black
Ducky DK9008S-ACALB,,Gaming,Cherry MX Black,Blue,false,Wired,Black
Ducky DK9008S-AEALB,,Gaming,Cherry MX Black,Blue,false,Wired,Black
Ducky DK9008S-AEALG,,Gaming,Cherry MX Black,Green,false,Wired,Black
Ducky DK9008S-AEALP,,Gaming,Cherry MX Black,Purple,false,Wired,Black
Ducky DK9008S-AEALY,,Gaming,Cherry MX Black,Yellow,false,Wired,Black
Ducky DK9008S-BCALB,,Gaming,Cherry MX Brown,Blue,false,Wired,Black
Ducky DK9008S-BEALG,,Gaming,Cherry MX Brown,Green,false,Wired,Black
Ducky DK9008S-BEALP,,Gaming,Cherry MX Brown,Purple,false,Wired,Black
Ducky DK9008S-BEALR,,Gaming,Cherry MX Brown,Red,false,Wired,Black
Ducky DK9008S-BJALB,,Gaming,Cherry MX Brown,Blue,false,Wired,Black
Ducky DK9008S-CCALB,,Gaming,Cherry MX Blue,Blue,false,Wired,Black
Ducky DK9008S-CEALB,,Gaming,Cherry MX Blue,Blue,false,Wired,Black
Ducky DK9008S-CEALG,,Gaming,Cherry MX Blue,Green,false,Wired,Black
Ducky DK9008S-CEALP,,Gaming,Cherry MX Blue,Purple,false,Wired,Black
Ducky DK9008S-CEALR,,Gaming,Cherry MX Blue,Red,false,Wired,Black
Ducky DK9008S-CEALW,,Gaming,Cherry MX Blue,White,false,Wired,Black
Ducky DK9008S-CEALY,,Gaming,Cherry MX Blue,Yellow,false,Wired,Black
Ducky DK9008S-REALB,,Gaming,Cherry MX Red,Blue,false,Wired,Black
Ducky DK9008S-REALG,,Gaming,Cherry MX Red,Green,false,Wired,Black
Ducky DK9008S-REALP,,Gaming,Cherry MX Red,Purple,false,Wired,Black
Ducky DK9008S-REALR,,Gaming,Cherry MX Red,Red,false,Wired,Black
Ducky DK9008S-REALW,,Gaming,Cherry MX Red,White,false,Wired,Black
Ducky DK9008S-REALY,,Gaming,Cherry MX Red,Yellow,false,Wired,Black
Ducky DK9008S2-AUSALB,,Gaming,Cherry MX Black,Blue,false,Wired,Black
Ducky DK9008S2-AUSALG,,Gaming,Cherry MX Black,Green,false,Wired,Black
Ducky DK9008S2-AUSALR,,Gaming,Cherry MX Black,Red,false,Wired,Black
Ducky DK9008S2-AUSALW,,Gaming,Cherry MX Black,White,false,Wired,Black
Ducky DK9008S2-BUSALG,,Gaming,Cherry MX Brown,Green,false,Wired,Black
Ducky DK9008S2-CUSALB,,Gaming,Cherry MX Blue,Blue,false,Wired,Black
Ducky DK9008S2-CUSALG,,Gaming,Cherry MX Blue,Green,false,Wired,Black
