name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Koss CS95USB,29.74,Supra-aural,"30,16",true,false,Closed,Black / Silver
Koss KEB6W,9.99,In Ear,,false,false,Closed,White
Koss KMO10G,,Earbud,"60,20",false,false,Closed,Camo
Koss KMO10P,,Earbud,"60,20",false,false,Closed,Pink
Koss KMO5G,,Earbud,"60,20",false,false,Closed,Green
Koss SB49 07,,Circumaural,"18,20",true,false,Closed,Black / Silver
Koss UR22V,,Circumaural,"20,20",false,false,Closed,Black
Philips SHS4150,,Earbud,,false,false,Closed,White
Philips HS430,,Supra-aural,"12,20",false,false,Closed,Black / Blue
Philips LFH2236/00,38.26,Supra-aural,"18,20",false,false,Closed,Black / Silver
Philips SHL1601,,Supra-aural,,false,false,Closed,Pink
Philips SHE2100BK28,,Earbud,"12,22",false,false,Closed,Black
Philips SHE2100BL28,,Earbud,"12,22",false,false,Closed,White / Blue
Philips SHE2100BL28,14.99,Earbud,"12,22",false,false,Closed,Black
Philips SHE2100GY28,,Earbud,"12,22",false,false,Closed,Black / Silver
Philips SHE2100PK28,,Earbud,"12,22",false,false,Closed,Pink / White
Philips SHE2100PP28,,Earbud,"12,22",false,false,Closed,Purple
Philips SHE2100WT28,,Earbud,"12,22",false,false,Closed,Silver
Asus NC1/BLK/ALW/AS,,Supra-aural,"16,22",false,false,Closed,Black
Audiovox RCA-WHP141B,,Circumaural,,false,true,Closed,Black
Cobra EHH007BK,,Circumaural,"20,20",true,false,Closed,Black / Silver
Coby CV-121,,Circumaural,,false,false,Closed,Black / Silver
Coby CV195,,Circumaural,,false,false,Closed,Black
Coby 716829222331,,Supra-aural,,false,false,Closed,Black / Silver
Coby CV-121,,Circumaural,,false,false,Closed,Black / Silver
Coby CV400GRN,,Supra-aural,,false,false,Closed,Black / Green
Coby CV400GRN,,Supra-aural,,false,false,Closed,Black / Red
Coby CVH32,,Supra-aural,,false,false,Closed,Black
Coby CV-121,,Circumaural,,false,false,Closed,Black / Silver
Coby CV-H32,,Supra-aural,,false,false,Closed,Black
Coby CV-H42,,Supra-aural,,false,false,Closed,Black
Coby CV135,,Supra-aural,,false,false,Closed,Black
Coby CV135BLU,,Supra-aural,,false,false,Closed,Black / Blue
Coby CV135,,Supra-aural,,false,false,Closed,Black / Red
Coby CV135SVR,,Supra-aural,,false,false,Closed,Black / Silver
Coby CV140BLK,,Supra-aural,,false,false,Closed,Black / Red
Coby CV140SVR,,Supra-aural,,false,false,Closed,Black / Silver
Coby CV145BLK,,Supra-aural,,false,false,Closed,Black
Coby CV145BLU,,Supra-aural,,false,false,Closed,Black
Coby CV145RED,,Supra-aural,,false,false,Closed,Black / Red
Coby CV145SVR,,Supra-aural,,false,false,Closed,Black / Silver
Coby CV18523BLK,,Supra-aural,,false,false,Closed,Black
Coby CV18523RED,,Circumaural,,false,false,Closed,Black / Red
Coby CV195,,Circumaural,,false,false,Closed,Black
Corsair Raptor H3,,Circumaural,"20,20",true,false,Closed,Black
Corsair Raptor H5,,Circumaural,"20,20",true,false,Closed,Black
Yapster TM-YB100A,,Circumaural,"20,20",true,false,Closed,Black / Silver
AKG K3003i,,In Ear,"10,30",false,false,Closed,Black / Silver
AKG K618 DJ,,Supra-aural,,false,false,Closed,Black
Beyerdynamic T70P,,Circumaural,"5,40",false,false,Closed,Black / Silver
Harman Kardon J22IBLK,,In Ear,"18,20",true,false,Closed,Black / Red
Harman Kardon JBLQSINBLK,,In Ear,,true,false,Closed,Black / Red
Harman Kardon JBLQSONBLK,,Supra-aural,,true,false,Closed,Black / Red
Harman Kardon JBLQSONWHT,,Supra-aural,,true,false,Closed,White / Red
Harman Kardon JBLRXONSUN,,Supra-aural,,true,false,Closed,Multicolor
Harman Kardon JBLRXONWHT,,Supra-aural,,true,false,Closed,Black / White
Harman Kardon TMG21W,,In Ear,"13,22.5",false,false,Closed,Brown
Harman Kardon TMG81W,,Supra-aural,"18,24",false,false,Closed,White
Logitech UE 500,,In Ear,"20,20",false,false,Closed,Black / Silver
Logitech 500vi,,In Ear,"20,20",true,false,Closed,Black / Silver
Logitech UE 200,,In Ear,"20,20",false,false,Closed,Black / Silver
Logitech UE 200,,In Ear,,false,false,Closed,Black / Silver
Logitech UE200,,In Ear,,false,false,Closed,Black / Purple
Logitech UE 200,,In Ear,,false,false,Closed,Black / Blue
Logitech UE 100,,In Ear,"20,20",false,false,Closed,Multicolor
Logitech UE 900,,In Ear,"20,20",false,false,Closed,Black / Blue
Logitech Ultimate Ears 200vi,,In Ear,"20,20",true,false,Closed,Blue
Logitech UE 500vi,,In Ear,"20,20",true,false,Closed,Black / Silver
Logitech BH320,,Earbud,,false,false,Closed,Black / Silver
Sony DR-EX12iP/BLU,,In Ear,"8,22",false,false,Closed,Blue / White
Sony DR-EX12iP/RED,,In Ear,"8,22",false,false,Closed,Red / White
Sony DR-EX14VP/BLK,,In Ear,"8,22",false,false,Closed,Black
Sony DR-EX14VP/PNK,,In Ear,"8,22",false,false,Closed,Pink / White
Sony DR-EX14VP/PNK,,In Ear,"8,22",false,false,Closed,White / Purple
Sony DRBTN200B,,Supra-aural,"10,24",false,false,Closed,Black
Sony DRBTN200W,,Supra-aural,"20,20",false,false,Closed,White
Sony DREX12IP/BLK,,In Ear,"8,22",false,false,Closed,Black
Sony DREX61IP,,In Ear,"5,23",true,false,Closed,Black
Sony DRPQ7IP/RED,,In Ear,"8,22",false,false,Closed,Black / Red
Sony MDR-AS200 BLU,,Earbud,"17,22",false,false,Closed,Black / Blue
Sony MDR-EX10LP/BLK,,In Ear,"8,22",false,false,Closed,Black
Sony MDR-EX10LP/DBL,,In Ear,"8,22",false,false,Closed,Blue / White
Sony MDR-EX58V/BLK,,In Ear,"5,23",false,false,Closed,Black / Silver
Sony MDR-EX58V/BLU,,In Ear,"5,23",false,false,Closed,Black / Blue
Sony MDR-EX58V/RED,,In Ear,"5,23",false,false,Closed,Black / Red
Sony MDR-EX58V/VLT,,In Ear,"5,23",false,false,Closed,Black / Purple
Sony MDR-EX58V/WHI,,In Ear,"5,23",false,false,Closed,White
Sony MDR-NC13,,In Ear,"10,22",false,false,Closed,Black
Sony MDRAS400IPB,,In Ear,,true,false,Closed,Black
Sony MDRAS400IPW,,In Ear,,true,false,Closed,White
Sony MDRAS40EX,,In Ear,"10,23",false,false,Closed,Black / Silver
Sony MDRE9LP/GRAY,,Earbud,"18,22",false,false,Closed,Translucent Black
Sony MDRE9LP/GRN,,Earbud,"18,22",false,false,Closed,Green / White
Sony MDRE9LP/PNK,,Earbud,"18,22",false,false,Closed,Green / White
Sony MDRE9LP/RED,,Earbud,"18,22",false,false,Closed,Red / White
Sony MDRE9LP/VLT,,Earbud,"18,22",false,false,Closed,White / Purple
Sony MDRE9LP/WHI,13.98,Earbud,"18,22",false,false,Closed,White
Sony MDR-ED12LP/BLU,,In Ear,"8,22",false,false,Closed,Black / Blue
Sony MDRED12LP/SLV,,In Ear,"8,22",false,false,Closed,Black / Silver
Sony MDREX100IPB,,In Ear,"5,24",false,false,Closed,Black / Silver
Sony MDREX100IPW,,In Ear,"5,24",false,false,Closed,White
Sony MDREX10LP/RED,,In Ear,"8,22",false,false,Closed,Red / White
Sony MDREX10LP/VLT,,In Ear,"8,22",false,false,Closed,White / Purple
Sony MDREX10LP/WHI,,In Ear,"8,22",false,false,Closed,White
Sony MDR-EX38iP/BLK,,In Ear,"6,23",false,false,Closed,Black
Sony MDR-EX38iP/WHI,,In Ear,"6,23",false,false,Closed,White
Sony MDREX40LP/BLU,,In Ear,"6,23",false,false,Closed,Blue / White
Sony MDREX40LP/PNK,,In Ear,"6,23",false,false,Closed,Pink
Sony MDREX40LP/VLT,,In Ear,"6,23",false,false,Closed,Purple
Sony MDREX40LP/WHI,,In Ear,"6,23",false,false,Closed,White
Sony MDRNC100D,,In Ear,"8,23",false,false,Closed,Black
Sony MDRXB21EX,,In Ear,"5,23",false,false,Closed,Black
Sony XBA-3iP,,In Ear,"4,28",false,false,Closed,Black / Silver
Sony MDREX38iP/BLK EX,,In Ear,,false,false,Closed,Black
Sony MDREX40LP/PNK,,In Ear,,false,false,Closed,Pink
Sony MDR-EX40LP,,In Ear,,false,false,Closed,Black
Sony DR-310DP/WHI,,Supra-aural,,false,false,Closed,White
Sony DR-AS22IP,,Earbud,"18,22",false,false,Closed,Black
Sony DRPQ7IP/VLT,,In Ear,,true,false,Closed,Black / Purple
Sony DRXB23VP,,In Ear,"5,23",true,false,Closed,Black
Sony MDR-E818LP,,Earbud,"12,22",false,false,Open,Black / Silver
Sony MDR-EX210B/BLU,,In Ear,"5,24",false,false,Closed,Black / Blue
Sony MDR-EX37B/BLK,,In Ear,"6,23",false,false,Closed,Black / Silver
Sony MDR-EX37B/YLW,,In Ear,"6,23",false,false,Closed,Black / Yellow
Sony MDRED12LP/SILVER,,In Ear,,false,false,Closed,Black / Silver
Sony MDREX100APP,,In Ear,"5,24",false,false,Closed,Black / Pink
Sony MDREX25LPBLU,,In Ear,"6,23",false,false,Closed,Blue / White
Sony MDREX25LPPNK,,In Ear,"6,23",false,false,Closed,Pink
Sony MDREX25LPVLT,,In Ear,"6,23",false,false,Closed,Purple
Sony MDREX38IP/BQ(U),,In Ear,,false,false,Closed,Black
Sony MDREX38IP/WQ(U),,In Ear,,false,false,Closed,White
Sony XBA-1,,In Ear,"5,25",false,false,Closed,Black / Silver
Sony XBAC10IPBL,,In Ear,"5,25",true,false,Closed,Black
Sony XBAC10IPWH,,In Ear,"5,25",true,false,Closed,White
A4Tech HU-111,24.99,Circumaural,"20,20",true,false,Closed,Black
A4Tech L-610-1,,Circumaural,"20,20",true,false,Closed,Black / Silver
A4Tech MK-630P,,In Ear,"20,20",false,false,Closed,Pink / White
A4Tech MK-650P,,In Ear,"20,20",false,false,Closed,Pink / Silver
Creative Labs Aurvana In-Ear2,,In Ear,"15,16",false,false,Closed,Black / Silver
Creative Labs HQ-1450,,Supra-aural,"20,20",false,false,Closed,Black / Silver
Creative Labs Aurvana In-Ear3,,In Ear,"10,17",false,false,Closed,Black / Silver
Creative Labs EP-660,,In Ear,"6,23",false,false,Closed,Black / Silver
Creative Labs Hs-430,,Supra-aural,"20,20",true,false,Closed,Black / Red
Creative Labs ZEN AURVANA,,In Ear,"20,20",false,false,Closed,Black
Creative Labs EP-830,,In Ear,"6,23",false,false,Closed,Black / Silver
Cyber Acoustics AC-100B,,Supra-aural,"20,20",true,false,Closed,Black
Cyber Acoustics AC-200B,,Supra-aural,"20,20",true,false,Closed,Black
Cyber Acoustics AC-744,,Supra-aural,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics AC-400MV,,Supra-aural,"20,20",true,false,Closed,Black
Cyber Acoustics AC-401,,Circumaural,"20,20",true,false,Closed,Black
Cyber Acoustics AC-404,,Supra-aural,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics AC-648,,Supra-aural,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics AC-740,26.79,Supra-aural,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics AC-744,,Supra-aural,,true,false,Closed,Black / Silver
Cyber Acoustics AC-840,16.98,Supra-aural,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics AC-850,42.5,Circumaural,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics AC-94,,Earbud,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics AC-960,,Circumaural,"20,20",true,false,Closed,Black
Cyber Acoustics AC-9648,,Circumaural,,true,false,Closed,Black / Silver
Cyber Acoustics AC-96I,,In Ear,,true,false,Closed,Black / Silver
Cyber Acoustics AC-740,,Earbud,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics AC851B,,Circumaural,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics ACM-62B,,Supra-aural,"20,18",false,false,Closed,Black
Cyber Acoustics ACM-7002,,Circumaural,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics ACM-940,,Circumaural,"20,20",true,false,Closed,Black
Cyber Acoustics HE200RB,,Supra-aural,,false,false,Closed,Black / Silver
Altec Lansing MZX736,,In Ear,"20,20",false,false,Closed,Blue / White
Antec BXH-100 BLK,,In Ear,"20,20",false,false,Closed,Black / Red
Antec BXH-100 GRN,,In Ear,"20,20",false,false,Closed,Green / White
Antec BXH-100 GRY,,In Ear,"20,20",false,false,Closed,Black / Gray
Antec BXH-100 SIL,,In Ear,"20,20",false,false,Closed,Silver
Antec BXH-100 WHI,,In Ear,"20,20",false,false,Closed,White / Purple
ARCTIC P301,,Circumaural,"12,24",true,false,Closed,Black / Silver
Panasonic RP-HT227,,Circumaural,,false,false,Closed,Black / Silver
Panasonic RP-DJS400-K,,Circumaural,"10,27",false,false,Closed,Black / Orange
Panasonic RP-DJS400-R,,Supra-aural,"10,27",false,false,Closed,Black / Red
Panasonic RP-DJS400-W,,Circumaural,"10,27",false,false,Closed,White
Panasonic RP-DJS400-Z,,Supra-aural,"10,27",false,false,Closed,White / Pink
Panasonic RP-HT227,23.98,Circumaural,"18,22",false,false,Closed,Black / Silver
Panasonic RP-HTF295,,Circumaural,,false,false,Closed,Black
Panasonic RP-HTF600-S,,Circumaural,"10,28",false,false,Closed,Black / Silver
Panasonic RP-HTF890-S,,Circumaural,"5,30",false,false,Open,Black / Silver
Panasonic RP-HTX7-A1,,Circumaural,,false,false,Closed,Black / Blue
Panasonic RP-HTX7-C1,,Circumaural,,false,false,Closed,Black / White
Panasonic RP-HTX7-G1,,Circumaural,"7,22",false,false,Closed,Black / Green
Panasonic RP-HTX7-K1,,Circumaural,"7,22",false,false,Closed,Black / Silver
Panasonic RP-HTX7-W1,,Circumaural,"7,22",false,false,Closed,Black / White
Panasonic RP-HTX7P1,,Circumaural,"7,22",false,false,Closed,Black / Pink
Panasonic RP-HTX7R1,,Circumaural,"7,22",false,false,Closed,Black / Red
Panasonic RP-HX35-R,,Supra-aural,"10,25",false,false,Closed,Black / Red
Panasonic RPHT360,,Circumaural,"10,27",false,false,Closed,Black / Silver
Shure SE215CLR,,In Ear,,false,false,Closed,Translucent Black
Yamaha RH5MA,,Supra-aural,"20,20",false,false,Closed,Black
Razer Star Wars: The Old Republic Gaming Headset,,Circumaural,,true,false,Closed,Black / White
Razer Hammerhead Pro,,In Ear,,true,false,Closed,Black / Green
Razer Kraken,,Circumaural,"20,20",true,false,Closed,Black / Green
Razer Kraken,,Circumaural,"20,20",false,false,Closed,Black
SteelSeries 51006,,Circumaural,,true,false,Closed,Black / White
SteelSeries Siberia,,In Ear,"30,24",false,false,Closed,White
SteelSeries 7H,,Circumaural,"18,28",true,false,Closed,Black
SteelSeries 5H v2,,Circumaural,"16,28",true,false,Semi-open,Black
SteelSeries 7h,,Circumaural,,true,false,Closed,Black
SteelSeries Siberia V2,,Circumaural,"18,28",true,false,Closed,Black / White
SteelSeries SS-61001,,Circumaural,"16,28",true,false,Closed,Black / Silver
Yamaha EPH-100,,In Ear,"20,20",false,false,Closed,Black / Silver
Yamaha EPH-20 Black,,In Ear,"20,21",false,false,Closed,Black
Yamaha EPH-20 Indigo,,In Ear,"20,21",false,false,Closed,Black / Purple
Yamaha EPH-20 Pink,9.99,In Ear,"20,21",false,false,Closed,Black / Pink
Yamaha EPH-20BR,,In Ear,"20,21",false,false,Closed,Black / Red
Yamaha EPH-20BU,,In Ear,"20,21",false,false,Closed,Black / Purple
Yamaha EPH-20GN,,In Ear,"20,21",false,false,Closed,Black / Green
Yamaha EPH-30BL,,In Ear,"20,21",false,false,Closed,Black / Silver
Yamaha EPH-30WH,,In Ear,"20,21",false,false,Closed,White
Yamaha EPH-50,,In Ear,"20,21",false,false,Closed,Black
Yamaha EPH-50WH,,In Ear,"20,21",false,false,Closed,White
Yamaha EPH-C500-BL,,In Ear,,false,false,Closed,Black / Silver
Yamaha EPH-C500-WH,,In Ear,,false,false,Closed,White
Yamaha HPH-200BL,,Supra-aural,"20,20",false,false,Closed,Black / Silver
Yamaha HPH-200BL,,Supra-aural,"20,20",false,false,Closed,White
Yamaha HPH-PRO300BL,,Supra-aural,"20,20",false,false,Closed,Black / White
Yamaha HPH-PRO300BU,,Supra-aural,"20,20",false,false,Closed,Black / Blue
Yamaha HPH-PRO300WH,,Supra-aural,"20,20",false,false,Closed,Black / White
Yamaha HPH-PRO400BL,,Supra-aural,"20,20",false,false,Closed,Black / White
Yamaha HPH-PRO400WH,,Supra-aural,"20,20",false,false,Closed,White / Black
Yamaha HPH-PRO500BL,,Supra-aural,"20,20",false,false,Closed,Black / Silver
Yamaha RH2C,,Circumaural,"25,15",false,false,Semi-open,Black
Creative Labs Aurvana Live!,,Circumaural,"10,30",false,false,Closed,Black
Monoprice 8323,,Circumaural,"20,20",false,false,Closed,Black
Gear Head HS2750S,,Circumaural,,false,false,Closed,Black / Silver
Gear Head HQ4750BLU,,Supra-aural,,false,false,Closed,Black / Blue
Gear Head HQ4750RED,,Supra-aural,,false,false,Closed,Black / Red
Gear Head HQ4750GRN,,Supra-aural,,false,false,Closed,Black / Green
Gear Head HQ4750BCM,,Supra-aural,,false,false,Closed,Black / Gray
Gear Head AU3700S,,Supra-aural,,true,false,Closed,Black
Gear Head BT9850M,,Supra-aural,,true,true,Closed,Black / Silver
Gear Head HQ4750BCM,,Supra-aural,,false,false,Closed,Black / Gray
Gear Head HQ4750BLU,,Supra-aural,,false,false,Closed,Black / Blue
Gear Head HQ4750GRN,,Supra-aural,,false,false,Closed,Black / Green
Gear Head HQ4750RED,,Supra-aural,,false,false,Closed,Black / Red
Gear Head HS2750S,,Supra-aural,,false,false,Closed,Black / Gray
AZIO GH808,,Circumaural,,true,false,Closed,Black / Red
Cobra HS707,,Circumaural,"20,20",true,false,Closed,Black / Blue
Cobra HS707,,Circumaural,"20,20",true,false,Closed,Black / Blue
Ergoguys 3064AV-USB,,Supra-aural,"20,20",true,false,Closed,Black / Silver
Ergoguys 3066AV,,Circumaural,"20,19",true,false,Closed,Black / White
Imation St550,,Circumaural,"20,20",false,false,Closed,Black / Silver
Imation EB50-PNK,,In Ear,"20,20",false,false,Closed,Pink / White
Imation EB50,,In Ear,"20,20",false,false,Closed,Pink / White
Imation 99154,,In Ear,,false,false,Closed,Black
Koss CS100 USB,24.98,Supra-aural,"30,16",true,false,Closed,Black / Silver
Lenovo P950,,Circumaural,"125,20",true,false,Closed,Black
Mad Catz F.R.E.Q. M,,Circumaural,"20,20",true,false,Closed,Black / Red
Microsoft L2 LifeChat LX-2000,,Supra-aural,,true,false,Closed,Black
Microsoft LifeChat LX-6000,69.08,Supra-aural,"75,20",true,false,Closed,Black / Silver
Microsoft LifeChat LX-4000,,Supra-aural,"75,20",true,false,Closed,Black / Silver
Microsoft L2 LifeChat LX-1000,,Supra-aural,"80,20",true,false,Closed,Black
Panasonic 777780526821,,Supra-aural,,true,false,Closed,Black
Panasonic KX-TCA400,,Supra-aural,,true,false,Closed,Black
Panasonic RP-HC200-W,,Circumaural,,true,false,Closed,White / Black
Panasonic RP-HJE190-A,,In Ear,"6,24",false,false,Closed,Black / Blue
Panasonic RP-HJE190-K,,In Ear,"6,24",true,false,Closed,Black
Panasonic RP-HJE190-N,,In Ear,"6,24",false,false,Closed,Black / Gold
Panasonic RP-HJE190-R,,In Ear,"6,24",false,false,Closed,Black / Red
Panasonic RP-HJE190-S,,In Ear,"6,24",false,false,Closed,Black / Silver
Panasonic RP-HJE190-V,,In Ear,"6,24",false,false,Closed,Black / Purple
Panasonic RP-HJE190-W,,In Ear,"6,24",false,false,Closed,White
Panasonic RP-HV21-G,,Earbud,"10,25",true,false,Closed,Green / White
Panasonic RP-HV21-P,,Earbud,"10,25",false,false,Closed,Pink / White
Panasonic RP-HV21-W,,Earbud,"10,25",true,false,Closed,White
Panasonic RP-HV21-v,,In Ear,"10,25",false,false,Closed,White / Purple
Panasonic RP-HV41-D,,In Ear,"10,25",false,false,Closed,Orange
Panasonic RP-HV41-G,,In Ear,"10,25",false,false,Closed,Green
Panasonic RP-HV41-K,,In Ear,"10,25",false,false,Closed,Black / Gray
Panasonic RP-HV41-P,,In Ear,"10,25",false,false,Closed,Pink
Panasonic RP-HV41-PB,,In Ear,"10,25",false,false,Closed,Red
Panasonic RP-HV41-V,,In Ear,"10,25",false,false,Closed,Purple
Panasonic RP-HV41-W,,In Ear,"10,25",false,false,Closed,White
Panasonic RP-HV41A,,In Ear,"10,25",false,false,Closed,Blue
Panasonic RP-HX35-K,21.25,Supra-aural,,false,false,Closed,Black / Silver
Panasonic RP-HX650-K,,Circumaural,"10,30",false,false,Closed,Black
Philips SHE2105BK/28,,Earbud,"12,22",false,false,Closed,Black
Philips SHE2105PK/28,,Earbud,"12,22",false,false,Closed,Pink / White
Philips SHE3590BK/10,,In Ear,"12,23.5",true,false,Closed,Black / Silver
Philips SHE3590BL/10,,In Ear,"12,23.5",true,false,Closed,Blue / White
Philips SHE3590GY/10,,In Ear,"12,23.5",true,false,Closed,Gray / White
Philips SHE3590PP/10,,In Ear,"12,23.5",true,false,Closed,White / Purple
Shure SE315-CL,,In Ear,"22,18.5",false,false,Closed,Transparent
Shure SRH750DJ,,Circumaural,"5,30",false,false,Closed,Black / Silver
Rosewill RH-189,,In Ear,"10,22",false,false,Closed,Black / Silver
Rosewill RHM-556,,Circumaural,"10,25",true,false,Closed,Black / Silver
Rosewill RHM-6308,,Circumaural,"10,25",true,false,Closed,Black / Silver
Rosewill RHTS-11002,,In Ear,"18,24",false,false,Closed,Black / Gold
Rosewill RHTS-11004,,Circumaural,"20,20",false,false,Closed,Black / Silver
Rosewill RHTS-12002,,Circumaural,"20,20",false,false,Closed,Black / Silver
Rosewill RHTS-12004,,In Ear,"18,20",false,false,Closed,Brown / Black
Rosewill RHTS-12005,,Supra-aural,"8,21",false,false,Closed,Black / Silver
Rosewill RHTS-12006,,In Ear,"18,24",false,false,Closed,Brown / Black
Rosewill RHTS-12007,,In Ear,"18,20",false,false,Closed,Black / Silver
Rosewill RHTS-12008,,In Ear,"18,20",false,false,Closed,Black / Silver
Panasonic RP-DH1250-S,,Circumaural,"5,30",false,false,Closed,Black / Silver
Panasonic RP-DJ1205-S,,Supra-aural,"5,30",false,false,Closed,Black / Silver
Panasonic RP-DJS200-K,,Supra-aural,"12,25",false,false,Closed,Black
Panasonic RP-DJS400-A,,Supra-aural,"10,27",false,false,Closed,Black / Blue
Panasonic RP-DJS400-D,,Supra-aural,"10,27",false,false,Closed,Orange / White
Panasonic RP-DJS400-G,,Supra-aural,"10,27",false,false,Closed,Green / White
Panasonic RP-HC101-K,,Supra-aural,"18,24",false,false,Closed,Black / Silver
Panasonic RP-HC200-G,,Circumaural,"10,24",false,false,Closed,Black / Green
Panasonic RP-HC200-K,,Circumaural,,false,false,Closed,Black
Panasonic RP-HC56-K,,Earbud,"10,20",false,false,Closed,Black / Silver
Panasonic RP-HC720-K,,Circumaural,"10,30",false,false,Closed,Black
Panasonic RP-HJC120-W,,Earbud,"20,20",false,false,Closed,White
Panasonic RP-HJE120-A,,Earbud,"20,20",false,false,Closed,Blue / White
Panasonic RP-HJE120-D,,Earbud,"20,20",false,false,Closed,Orange / White
Panasonic RP-HJE120-G,,Earbud,"20,20",false,false,Closed,Green / White
Panasonic RP-HJE120-K,,Earbud,"20,20",false,false,Closed,Black
Panasonic RP-HJE120-P,,Earbud,"20,20",false,false,Closed,Pink / White
Panasonic RP-HJE120-S,13.98,Earbud,"20,20",false,false,Closed,Silver / White
Panasonic RP-HJE120-V,,Earbud,"20,20",false,false,Closed,White / Purple
Panasonic RP-HJE140-A,,Earbud,"6,25",false,false,Closed,Blue
Panasonic RP-HJE140-G,,Earbud,"6,25",false,false,Closed,Green
Panasonic RP-HJE140-K,,Earbud,"6,25",false,false,Closed,Black
Panasonic RP-HJE140-R,,Earbud,"6,25",false,false,Closed,Red
Panasonic RP-HJE280-D,,Earbud,"6,25",false,false,Closed,Orange
Panasonic RP-HJE280-G,,Earbud,"6,25",false,false,Closed,Green
Panasonic RP-HJE290-A,,In Ear,"6,24",false,false,Closed,Green / Black
Panasonic RP-HJE290-K,,In Ear,"6,24",false,false,Closed,Black
Panasonic RP-HJE290-P,,In Ear,"6,24",false,false,Closed,Pink
Panasonic RP-HJE290-R,,In Ear,"6,24",false,false,Closed,Red
Panasonic RP-HJE290-W,,In Ear,"6,24",false,false,Closed,White
Panasonic RP-HJE355-A,,In Ear,"6,24",false,false,Closed,Black / Silver
Panasonic RP-HJE355-K,,In Ear,"6,24",false,false,Closed,Black
Panasonic RP-HJE355-R,,In Ear,"6,24",false,false,Closed,Red
Panasonic RP-HJE355-W,,In Ear,"6,24",false,false,Closed,White
Panasonic RP-HJE450-K,,In Ear,"6,26",false,false,Closed,Black
Panasonic RP-HJE450-R,,Earbud,"6,26",false,false,Closed,Black / Red
Panasonic RP-HJE450-W,27.63,In Ear,"6,26",false,false,Closed,White
Panasonic RP-HJE450-K,,In Ear,"6,26",false,false,Closed,Black
Panasonic RP-HJE450P-R,,In Ear,"6,26",false,false,Closed,Red / Black
Panasonic RP-HJE450P-W,,In Ear,"6,26",false,false,Closed,White
Panasonic RP-HS220-A,,Earbud,"10,22",false,false,Closed,Black / Blue
Panasonic RP-HS220-D,22.52,Earbud,"10,22",false,false,Closed,Black / Orange
Panasonic RP-HS220-G,,Earbud,"10,22",false,false,Closed,Black / Green
Panasonic RP-HS220-K,,Earbud,"10,22",false,false,Closed,Black
Panasonic RP-HS220-P,,Earbud,"10,22",false,false,Closed,Black / Pink
Panasonic RP-HS220-R,,Earbud,"10,22",false,false,Closed,Black / Red
Panasonic RP-HS220-S,,Earbud,"10,22",false,false,Closed,Black / Silver
Panasonic RP-HS33-D,,Earbud,"14,24",false,false,Closed,Black / Orange
Panasonic RP-HS33G,,Earbud,"14,24",false,false,Closed,Black / Green
Panasonic RP-HSC200-K,,Earbud,"10,22",false,false,Closed,Black / Silver
Panasonic RP-HSC200-W,,Earbud,"10,22",true,false,Closed,White / Silver
Panasonic RP-HV096-K,14.99,Earbud,,false,false,Closed,Black
Panasonic RP-HV154-K,,Earbud,"10,25",false,false,Closed,Black
Panasonic RP-HV21-A,,Earbud,"10,25",false,false,Closed,Blue / White
Panasonic RP-HX35-V,,Supra-aural,"10,25",false,false,Closed,Black / Purple
Panasonic RP-HX35-W,,Supra-aural,"10,25",false,false,Closed,White
Panasonic RP-HX40-A,,Supra-aural,"10,25",false,false,Closed,Blue / White
Panasonic RP-HX40-G,,Supra-aural,"10,25",false,false,Closed,Green / White
Panasonic RP-HX40-PK,,Supra-aural,"10,25",false,false,Closed,Pink / Black
Panasonic RP-HX40-PW,,Supra-aural,"10,25",false,false,Closed,Pink / White
Panasonic RP-HX40-W,,Supra-aural,"10,25",false,false,Closed,White
Panasonic RP-HXC40-K,,Supra-aural,"10,25",false,false,Closed,Black / Silver
Panasonic RP-HXD3W-K,,Supra-aural,"10,25",false,false,Closed,Black / Silver
Panasonic RP-HXD5C-K,,Supra-aural,"8,26",false,false,Closed,Black / Red
Panasonic RP-HXD5C-W,,Supra-aural,"8,26",false,false,Closed,White
Panasonic RPDJS200W,,Supra-aural,,false,false,Closed,White
Panasonic RPHV108W,,Earbud,,false,false,Closed,White
Pioneer HDJ500R,,Circumaural,,false,false,Closed,Black / Red
Pioneer SE-CL07-L,,In Ear,"20,20",false,false,Closed,Black / Blue
Pioneer SE-CL07-P,,In Ear,"20,20",false,false,Closed,Black / Pink
Pioneer SE-CL331-H,,In Ear,"10,20",false,false,Closed,White
Pioneer SE-CL331-L,,In Ear,"10,20",false,false,Closed,Black
Pioneer SE-CL331-P,,In Ear,"10,20",false,false,Closed,Pink / White
Pioneer SE-CL331-Y,,In Ear,"10,20",false,false,Closed,Black / Yellow
